Site,date,FSC_dry,FSC_carbon,FSC_nitrogen,FSC_fraction_canopy,Frond_density,Plant_density,Surface_Irradiance,Bottom_Irradiance,Subsurface_Irradiance,Plant_loss_rate,Frond_loss_rate,Cut_frond_loss_rate,Blade_loss_rate,Dissolved_loss_rate,Carbon_lost_as_plants,Carbon_lost_as_fronds,Carbon_lost_as_cut_fronds,Carbon_lost_as_blades,Carbon_lost_as_dissolved,SE_FSC_dry,SE_FSC_carbon,SE_FSC_nitrogen,SE_FSC_fraction_canopy,SE_frond_density,SE_plant_density,SE_plant_loss_rate,SE_frond_loss_rate,SE_cut_frond_loss_rate,SE_blade_loss_rate,SE_dissolved_loss_rate,SE_carbon_lost_as_plants,SE_carbon_lost_as_fronds,SE_carbon_lost_as_cut_fronds,SE_carbon_lost_as_blades,SE_carbon_lost_as_dissolved
AQUE,2013-07-02,0.3922666201,0.1187032964,0.0066917191,0.3059131459,6.24,0.795,802.52953889,17.292473659,173.52390136,0,0.0171696549,0.000053542,0.0098769243,0.0029221358,0,0.00202384,6.3111653E-6,0.0011642234,0.0003444411,0.0355687768,0.0135196181,0.0011996003,0.0172639648,0.4061719101,0.031227058,0,0.0044355135,0.0000172881,0.0006535693,0.0002226849,0,0.0005447282,2.0122829E-6,0.0001244694,0.0000319362
AQUE,2013-08-08,0.3980862474,0.1042042976,0.0040089768,0.2321789844,6.615,0.775,746.04546381,20.570485873,179.84720855,0,0.0081460981,0,0.0097404501,0.0027050171,0,0.0009066317,0,0.0010840774,0.0003010588,0.0344033122,0.0113607165,0.0007194844,0.008911807,0.4363299605,0.0311343882,0,0.0022311077,0,0.0006515006,0.0002139546,0,0.0002587239,0,0.0001129478,0.0000271926
AQUE,2013-09-04,0.4562745013,0.1459200003,0.0040398042,0.1935689087,7.385,0.595,843.75122934,20.533837102,195.13206297,0.0057092844,0.0256751392,0.0000312608,0.009323835,0.0025824685,0.0007073453,0.0031809922,3.8730231E-6,0.0011551659,0.000319952,0.0414953469,0.0164167584,0.0007414632,0.0104914587,0.5106275618,0.0242690765,0.0041467278,0.0061363578,9.7103145E-6,0.0005692224,0.0002021887,0.0005148041,0.000802033,1.1863193E-6,0.0001172987,0.0000282874
AQUE,2013-10-04,0.4421258522,0.1503128102,0.004549937,0.2130856653,7.01,0.53,863.22638929,22.288563378,205.73461017,0.005138356,0.0274619016,0.0000809152,0.009244261,0.002313676,0.000761019,0.00406726,0.000011984,0.0013691263,0.0003426683,0.0425300612,0.0175555297,0.0008933714,0.0122430843,0.5082728936,0.0211252512,0.0038789167,0.0066421192,0.0000231746,0.0005775935,0.0001800604,0.0005759204,0.0010433679,3.5102242E-6,0.0001424431,0.0000317328
AQUE,2013-11-07,0.3281041972,0.0906785191,0.003145444,0.069331415,6.38,0.54,735.49157699,12.157463653,162.20935502,0.0065630456,0.0181728348,0.0009383433,0.007807019,0.002080698,0.0007744046,0.0021442983,0.0001107195,0.0009211869,0.0002455113,0.0292345773,0.0101754422,0.0005941526,0.0038957631,0.4430846827,0.0227554539,0.004098161,0.0047581691,0.0001135971,0.0004651767,0.0001676633,0.0004856814,0.0005872753,0.0000162951,0.0000949706,0.0000234939
AQUE,2013-12-06,0.3107411896,0.0874337677,0.0024910575,0.1844923506,5.04,0.455,645.65481871,10.126538253,144.95275707,0.0062869502,0.0273581938,0,0.0076706561,0.0021435522,0.0005598296,0.0024361457,0,0.0006830435,0.0001908754,0.0270821368,0.00974574,0.0004575141,0.0107048684,0.3313330767,0.0195803166,0.0047294385,0.0079095751,0,0.000458559,0.0001790523,0.0004243085,0.0007391882,0,0.0000689167,0.0000173391
AQUE,2014-01-07,0.2030839812,0.069119208,0.0024125138,0.2014423294,3.6,0.35,625.61697498,8.8124838129,136.13396073,0.0089900648,0.0274578416,0,0.0092939889,0.0020575443,0.0007004886,0.0021394624,0,0.0007241698,0.0001603199,0.0198310981,0.0081231643,0.0004381914,0.0068267443,0.2782448337,0.0173680455,0.0056456293,0.0068996697,0,0.0005403176,0.0001631833,0.0004401971,0.0005570998,0,0.0000718,0.0000146018
AQUE,2014-02-06,0.0971647461,0.0339464431,0.0013133058,0.2552829013,1.66,0.23,501.31834418,11.715225093,123.3935579,0.023104906,0.0611028449,0,0.0095636178,0.0017453857,0.0011429084,0.0030225164,0,0.0004730744,0.0000863373,0.0107427817,0.0042874721,0.0002553316,0.0155883663,0.1353306799,0.0117841586,0.0110873063,0.0159005915,0,0.00058602,0.0001357443,0.0005644667,0.0008363754,0,0.0000505004,8.3717242E-6
AQUE,2014-03-12,0.0132443114,0.0033461675,0.0001360151,0.133109105,0.255,0.035,594.87428328,26.935362997,186.03226825,0.0909130133,0.0841553966,0,0.0085344394,0.0020643371,0.0012006911,0.001111443,0,0.0001127146,0.0000272638,0.0029228921,0.00077342,0.0000378729,0.0162900691,0.0401353789,0.0028747591,0.0021721341,0.0188991186,0,0.000535104,0.0001777091,0.0000336665,0.0002796293,0,0.0000144601,3.457837E-6
AQUE,2014-04-08,0.0105000233,0.0027824665,0.0001758015,0.2091561475,0.18,0.005,732.77262855,40.919945388,246.98888803,0.0300344525,0.0505398539,0,0.0076984061,0.0028941468,0.000091775,0.0001544324,0,0.0000235237,8.8435172E-6,0.0030526765,0.000843683,0.0000575563,0.0499831575,0.0364007285,0.0006003998,0.015575814,0.0153675239,0,0.0005365685,0.0002460569,0.0000533071,0.0000539761,0,4.5947411E-6,1.7364047E-6
AQUE,2014-05-02,0.0032879066,0.0008686504,0.0000543721,0.0742162354,0.065,0.01,750.80374625,38.296727666,249.59204647,0.009297648,0.0720387859,0,0.0074115476,0.002876576,0.0000152849,0.0001184287,0,0.0000121843,4.7289667E-6,0.0009299239,0.0002566432,0.0000184234,0.0197316986,0.0129905133,0.0011599888,0.0107838981,0.0341790531,0,0.000559938,0.000265641,0.0000184706,0.0000616884,0,3.0551064E-6,1.1857864E-6
AQUE,2014-06-06,0.0013139987,0.0004044997,0.0000163064,0,0.03,0.005,836.12595777,23.928110077,207.0600916,0.0511931277,0.0137185653,0,0.0053508438,0.002283997,0.0000310894,8.3312404E-6,0,3.2495502E-6,1.387064E-6,0.0004211603,0.0001347459,5.8779006E-6,0,0.0060052999,0.0006079742,0.0009989213,0.0014841518,0,0.0003985378,0.0002040031,8.2684199E-7,2.2740589E-6,0,8.3086712E-7,3.5764244E-7
AQUE,2014-07-08,0.0048950255,0.001663469,0.0000532785,0.2180928786,0.075,0.005,710.80353455,18.645195521,162.68319737,0.0216608494,0.0365647266,0,0.0073892877,0.0019666849,0.0000192858,0.0000325556,0,6.5790833E-6,1.7510462E-6,0.0013308511,0.0004672598,0.0000171833,0.0473173579,0.0144577575,0.0005825565,0.0092423842,0.0267272372,0,0.000474105,0.0002000003,8.830237E-6,0.0000250976,0,1.4341605E-6,3.9491647E-7
AQUE,2014-08-05,0,0,0,-99999,0,0,677.14088064,24.241631838,173.22335059,0,0.0967160786,-99999,0.0109553753,0.0020144295,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,0,0.0461215003,-99999,0.000812778,0.0002217,-99999,-99999,-99999,-99999,-99999
AQUE,2014-09-05,0,0,0,-99999,0,0,709.56311225,22.42287652,172.98013129,0.0447191729,0.0139882576,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,0.0110378066,0.0083280208,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2014-10-10,0,0,0,-99999,0,0,697.26250486,27.751999252,178.30979379,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2014-11-13,0,0,0,-99999,0,0,594.96058887,25.463509683,156.08981653,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2014-12-05,0,0,0,-99999,0,0,563.05505889,24.9575173,155.72795212,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2015-01-06,0,0,0,-99999,0,0,525.61241935,26.421997249,149.818412,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2015-02-02,0,0,0,-99999,0,0,548.56010735,38.673308276,170.16166886,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2015-03-06,0,0,0,-99999,0,0,636.79106473,65.904053056,218.84845204,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2015-04-06,0,0,0,-99999,0,0,576.04113766,64.715689502,202.94529718,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2015-05-12,0,0,0,-99999,0,0,636.71622176,41.125419901,189.05635861,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
AQUE,2015-06-04,0.0039857962,0.0015863143,0.0000667987,0,0.32,0.17,802.93625878,16.314313701,189.21573543,-99999,-99999,-99999,0.0038232,0.0014414183,-99999,-99999,-99999,-99999,-99999,0.0004519137,0.0002097033,0.0000131436,0,0.0300040366,0.0095527417,-99999,-99999,-99999,0.000374007,0.0001356251,-99999,-99999,-99999,-99999,-99999
AQUE,2015-07-13,0.0180455827,0.0073017792,0.0002174611,0,0.99,0.405,814.93548889,14.800031107,177.67196416,0.0355460093,0.0152899382,0,0.0038232,0.0013881128,0.0001330722,0.0000572403,0,0.0000143128,5.1966236E-6,0.001616202,0.0008122064,0.0000389004,0,0.0683462155,0.0165337722,0.0014117662,0.0023066178,0,0.0003865302,0.0001211523,5.5700188E-6,9.9095834E-6,0,1.9564917E-6,5.2297987E-7
AQUE,2015-08-03,0.0245225015,0.0082682003,0.0001731976,0,1.15,0.465,807.61554749,19.707344844,186.62558987,0.0068143259,0.0207174816,0,0.0038232,0.0015600279,0.0000529813,0.000161078,0,0.0000297253,0.0000121292,0.0023157184,0.0009503793,0.0000334954,0,0.0792456024,0.0195780416,0.0052245479,0.0051739628,0,0.0003707176,0.0001307542,0.0000408423,0.0000423759,0,3.7022051E-6,1.1317063E-6
AQUE,2015-09-03,0.0268603242,0.0094964895,0.0002550891,0,1.31,0.45,795.29506204,47.952015081,232.1202341,0.0084633634,0.005217439,0,0.0038232,0.0018062318,0.0000750546,0.0000462691,0,0.0000339048,0.000016018,0.0026568811,0.0011461946,0.0000486403,0,0.0951313074,0.019151224,0.0052411141,0.0013560316,0,0.0003847029,0.0001459159,0.0000471056,0.000012598,0,4.5896773E-6,1.5766944E-6
AQUE,2015-10-05,0.0276497337,0.0105551783,0.0003056017,0.0098020991,1.47,0.575,731.2457553,66.5238752,235.88480497,0.0025013346,0.0205170161,0,0.0039274137,0.0017185897,0.0000250546,0.0002055089,0,0.000039339,0.0000172143,0.0027283709,0.0012341957,0.0000571046,0.0023035426,0.1092751477,0.0248954132,0.0024980744,0.005809066,0,0.0003573987,0.0001396505,0.0000253108,0.0000602123,0,4.8641267E-6,1.6653755E-6
AQUE,2015-11-11,0.0413362103,0.0156322082,0.0008741989,0,1.815,0.535,632.14729069,31.622612908,175.7694415,0.0077751911,0.0336580718,0,0.0039274137,0.0014755472,0.0001005174,0.0004351304,0,0.0000507735,0.0000190758,0.0040194298,0.0019444119,0.000163596,0,0.1345862538,0.0213474424,0.0046408848,0.0087244598,0,0.0003673069,0.0001228209,0.0000610435,0.0001186793,0,6.6355114E-6,1.7838742E-6
AQUE,2015-12-03,0.0658970367,0.0269958415,0.0012069306,0,2.26,0.645,584.98310585,23.942057733,158.84062526,0,0.0092266739,0,0.0038232,0.001352635,0,0.0001919075,0,0.0000795195,0.0000281337,0.0062599937,0.0031763367,0.0002279354,0,0.1664632428,0.0304797691,0,0.0023807358,0,0.0003889288,0.0001147706,0,0.0000515146,0,0.0000109469,2.6447768E-6
AQUE,2016-01-11,0.071344791,0.0274891532,0.0018756677,0.0721385426,1.575,0.38,511.04329416,19.657044821,140.25272317,0.0039525815,0.023480177,0,0.0054207618,0.0013325772,0.0001076752,0.0006396412,0,0.0001476711,0.0000363017,0.0065366885,0.0032123961,0.0003493608,0.007062622,0.1153864664,0.0164243126,0.0030379938,0.0059303719,0,0.0003541237,0.0001103267,0.0000833054,0.0001693058,0,0.0000155475,3.4029869E-6
AQUE,2016-02-09,0.157966837,0.0566847619,0.0046128464,0.2543011085,2.61,0.38,538.93815111,26.11230318,148.75840203,0.0057604857,0.0194678865,0,0.0084438606,0.0016945752,0.0002323859,0.0007853611,0,0.0003406369,0.0000683615,0.0144273971,0.0065676692,0.0008383311,0.0146889293,0.1794964374,0.0164860211,0.004334807,0.005280262,0,0.0005032465,0.0001434426,0.0001763928,0.0002185877,0,0.0000346875,6.3144459E-6
AQUE,2016-03-09,0.1058453371,0.0377415658,0.0019714564,0.1572373041,2.11,0.29,609.09770394,45.597846833,200.03929894,0.0167416488,0.0198089809,0,0.0088004371,0.0019525458,0.0007797062,0.0009225605,0,0.0004098614,0.0000909356,0.0113581125,0.0046831472,0.0003743395,0.009562993,0.1783431206,0.0131167489,0.0079050371,0.0052779883,0,0.0005183046,0.0001508254,0.0003773131,0.0002604317,0,0.0000429675,8.4393548E-6
AQUE,2016-04-05,0.2061239221,0.0741552396,0.0061534286,0.3740399741,2.58,0.26,711.87496544,28.884902103,224.23693434,0.0032226436,0.0104256103,0,0.0093447281,0.0022622516,0.0001737467,0.0005620899,0,0.0005038148,0.0001219678,0.0212011806,0.0093185045,0.0011929014,0.0146118835,0.2072727985,0.0119063043,0.003446395,0.0027307024,0,0.0005817116,0.0001814262,0.0001856645,0.0001577926,0,0.000055659,0.0000119175
AQUE,2016-05-05,0.3602376244,0.1253287833,0.0086093462,0.4290762672,4.01,0.295,782.40764608,13.754576853,220.55371695,0.0087454755,0.0125177518,0,0.0111223966,0.0026247159,0.000852809,0.00122066,0,0.0010845929,0.0002559474,0.0389521731,0.0157380473,0.0016851323,0.0156316874,0.3325161953,0.0139736972,0.0051490679,0.0031483706,0,0.0008357065,0.0001907836,0.0005100934,0.0003307669,0,0.000125289,0.0000241625
AQUE,2016-06-07,0.3377009856,0.1204391051,0.0053965899,0.4769063571,3.58,0.205,831.38112678,62.894496564,280.50108022,0,0.0048139891,0,0.0115099902,0.0029146195,0,0.0005914839,0,0.0014142064,0.0003581127,0.0364162953,0.0151264334,0.0010476796,0.0182580821,0.3013549756,0.0099312854,0,0.0013496315,0,0.0009030728,0.0002230147,0,0.0001741873,0,0.000166851,0.0000351706
AQUE,2016-07-11,0.2939670825,0.1062329278,0.0056348191,0.4761695447,3.365,0.18,783.35788906,41.356119791,248.25663534,0.0053623987,0.023374991,0,0.0116064306,0.0027815057,0.0006069563,0.0026457561,0,0.0013137025,0.0003148316,0.0353113802,0.0150585485,0.00116711,0.0218177477,0.2838335787,0.0082100959,0.0039812506,0.006220721,0,0.0008580095,0.0002049572,0.0004573164,0.0007289273,0,0.0001606515,0.0000311413
AQUE,2016-08-08,0.2682975903,0.0891758601,0.004918226,0.2218043765,4.565,0.235,788.59302886,76.3338267,294.72709502,0.0028586681,0.0245223261,0,0.0103350964,0.0026989336,0.0002785936,0.0023898414,0,0.0010072144,0.0002630266,0.0277938336,0.0110934315,0.0009807106,0.0127782876,0.3655878043,0.0111776289,0.0030287692,0.0063406803,0,0.0007375216,0.000206784,0.000302197,0.0006609467,0,0.000121827,0.0000271418
AQUE,2016-09-07,0.1715754069,0.0495637331,0.002410608,0.1370353821,3.125,0.165,767.28129412,46.505719386,263.59289216,0.005138356,0.0268975159,0,0.0080995226,0.0024847009,0.000346541,0.0018140223,0,0.000546248,0.0001675732,0.019064308,0.0063221105,0.0004723992,0.0236534525,0.2472811866,0.0071693818,0.0038586657,0.0066231201,0,0.0005237387,0.000204111,0.0002635035,0.0004766313,0,0.0000632161,0.0000177457
AQUE,2016-10-04,0.1644944036,0.0557096446,0.0026526653,0.1824945291,2.705,0.165,698.45042608,47.427502568,242.92363246,0.0027447397,0.0260722238,0,0.0081306127,0.0023199018,0.0001443097,0.001370795,0,0.0004274819,0.0001219731,0.0197589578,0.0076760371,0.0005187951,0.0123052493,0.2539938903,0.0077877328,0.0029046375,0.0065412657,0,0.0005089549,0.0001952387,0.0001534252,0.0003702316,0,0.0000501141,0.0000130161
AQUE,2016-11-04,0.2193520964,0.0742253354,0.0025919735,0.334407052,2.7,0.15,619.15449737,37.224900859,198.81455217,0.0053888414,0.0377869239,0,0.0101949059,0.0021551035,0.0003477168,0.002438214,0,0.0006578297,0.0001390588,0.0260989425,0.0102508406,0.0005145659,0.0226220969,0.2326024274,0.007453911,0.0040731988,0.009829016,0,0.0006502428,0.0001734597,0.0002663759,0.0006887505,0,0.0000804188,0.0000158625
AQUE,2016-12-06,0.0995515151,0.0319923614,0.001126414,0.3214075057,1.45,0.105,554.37472493,14.415395184,163.85065304,0.0025013346,0.0178532096,0,0.0106603658,0.0021444218,0.0001255201,0.0008958967,0,0.0005349507,0.0001076098,0.0131467912,0.0048026376,0.0002395874,0.0273215408,0.1319675972,0.0058164938,0.0025903555,0.004521991,0,0.0007444185,0.0001757032,0.00013258,0.0002463342,0,0.0000709753,0.0000129853
AQUE,2017-01-10,0.079057435,0.0190610499,0.0010405603,0.2880164278,1.145,0.095,509.84317325,10.277893818,138.21936087,0.0040885955,0.0191139269,0,0.0100082902,0.0023292127,0.0001020969,0.0004772966,0,0.0002499185,0.0000581631,0.0099140211,0.0027403723,0.0002124672,0.0228471582,0.1042442675,0.0046533875,0.0030499514,0.0044783041,0,0.0006734967,0.0001915051,0.000076133,0.0001226933,0,0.0000314125,6.7200871E-6
AQUE,2017-02-01,0.0384424482,0.0108365241,0.0007014012,0.3098347196,0.585,0.095,531.31341341,9.2659170575,136.40090213,0.03150669,0.0776154746,0,0.0099893299,0.0026184803,0.0004588565,0.0011303746,0,0.0001454824,0.000038135,0.0046544461,0.0015042468,0.0001430488,0.0292518684,0.0488270595,0.0048834036,0.0128819681,0.0161543685,0,0.0006771591,0.0002072361,0.0001923468,0.000262314,0,0.0000180111,4.1444059E-6
AQUE,2017-03-10,0.0131121447,0.0036170547,0.0002519196,0.0981355566,0.295,0.05,600.51082637,17.795990543,171.13369715,0.0045149753,0.0344921367,0,0.0086461601,0.0024858866,0.0000297064,0.000226942,0,0.0000568877,0.000016356,0.0018719486,0.0005777299,0.0000533906,0.0181316272,0.0294865878,0.0030177172,0.0032441791,0.0090489044,0,0.0006088916,0.0002192531,0.0000220145,0.0000645062,0,7.3814719E-6,1.9512965E-6
AQUE,2017-04-04,0.0215445567,0.0075484024,0.0006130051,0.369514381,0.305,0.055,712.00826116,49.146675805,256.04841196,0.0072928623,0.0187501493,0,0.0090984568,0.0025236634,0.000038972,0.0001001981,0,0.0000486209,0.0000134861,0.003710973,0.0014081015,0.0001452733,0.042498211,0.0328257182,0.0029042069,0.0056316828,0.0048561992,0,0.0006290926,0.0002147795,0.0000301825,0.0000285658,0,7.3167685E-6,1.891758E-6
AQUE,2017-05-04,0.0397328756,0.0106277395,0.0011095918,0.3393131358,0.585,0.055,778.18326568,23.81906646,241.80070322,0,0.0078718891,0,0.0108545831,0.0029927739,0,0.0000708505,0,0.0000976961,0.0000269363,0.005784367,0.0017203212,0.0002462323,0.0354135601,0.0578405088,0.0034448091,0,0.0022539032,0,0.0007573045,0.0002477033,0,0.0000221162,0,0.000013809,3.7107991E-6
AQUE,2017-06-06,0.1024480466,0.0329561689,0.002302988,0.5026302408,0.98,0.085,830.49740613,18.740622646,227.29662017,0.0026367084,0.0118140555,0,0.0113792594,0.0032518847,0.0000520217,0.0002330889,0,0.0002245105,0.000064159,0.0162599792,0.0056437438,0.0005344261,0.0347374735,0.1006479501,0.0041489552,0.0027423257,0.0032390558,0,0.0008682648,0.0002627104,0.0000543236,0.0000716862,0,0.0000329414,8.8492359E-6
AQUE,2017-07-11,0.0496162699,0.0164057643,0.0008396683,0.3570949758,0.865,0.18,785.76413305,13.370866132,203.98540848,0,0.0049327023,0,0.0112991262,0.0029414079,0,0.0001184188,0,0.0002712568,0.000070614,0.0071423099,0.0025859871,0.000177754,0.0262715558,0.0819032087,0.0119654103,0.0000786155,0.0013949332,0,0.000836104,0.0002272047,2.4193856E-6,0.0000384778,0,0.0000449306,0.000011409
AQUE,2017-08-03,0.1114619251,0.0392022021,0.0012151197,0.4225628007,1.465,0.17,791.26966654,17.170155995,219.6629427,0,0.0067405276,0,0.0109557847,0.0026735147,0,0.0001763976,0,0.0002867097,0.0000699651,0.0133966399,0.0055382441,0.0002523055,0.0333967417,0.1215963836,0.0105950415,0,0.0018612843,0,0.0008032251,0.0002125686,0,0.0000525897,0,0.0000378069,8.5222108E-6
AQUE,2017-09-06,0.04752034,0.014944211,0.0005205247,0.186657711,0.905,0.135,770.19300779,23.967069865,238.10501043,0,0.0039092257,0,0.0096697953,0.0026019938,0,0.0001178691,0,0.000291559,0.0000784541,0.0057927759,0.0020925436,0.0001056194,0.0265686399,0.0760592766,0.006813717,0,0.0011581472,0,0.0006683599,0.0002082834,0,0.0000373177,0,0.000045271,0.0000115714
AQUE,2017-10-02,0.1495257883,0.0445435898,0.001423565,0.2942751775,2.26,0.205,700.04505665,22.289755109,218.14269622,0,0.0058630948,0,0.0087394353,0.0025887119,0,0.0001589021,0,0.0002368569,0.0000701595,0.0190828611,0.0065405699,0.0002914565,0.0317997516,0.1776584208,0.0102209889,0,0.0016583667,0,0.0005835721,0.0002211688,0,0.0000473222,0,0.0000303101,8.3987908E-6
AQUE,2017-11-02,0.0760178649,0.0220073037,0.0007289617,0.1466401009,1.655,0.22,624.74621525,16.524069213,175.54567798,0.0058813405,0.0302138571,0.0008350081,0.0086873148,0.0023829964,0.00018798,0.0009656985,0.0000266886,0.0002776649,0.0000761656,0.0101974308,0.0032973992,0.0001584109,0.0198306435,0.1439338013,0.0099898111,0.00455376,0.0078218734,0.0001667628,0.0005568343,0.0002107447,0.0001478355,0.0002746368,6.4267489E-6,0.0000356433,9.1259618E-6
AQUE,2017-12-06,0.1644654065,0.0574975945,0.0020966884,0.189295376,2.77,0.335,556.96814739,13.869978422,163.43665959,0.0025591581,0.0152823599,0,0.0085364266,0.0018965336,0.0000945733,0.0005647575,0,0.0003154624,0.0000700861,0.0186843502,0.0077294327,0.0004164358,0.0132040627,0.2307171257,0.0151635709,0.0026615858,0.0040047465,0,0.0005078449,0.0001625417,0.0001001396,0.0001587522,0,0.0000381154,7.7497893E-6
AQUE,2018-01-23,0.062867386,0.017347965,0.0005555645,0.3069576168,1.065,0.23,514.13114314,11.2407755,141.49430245,0.0054659222,0.0049898902,0,0.0098744766,0.0018839751,0.0001932657,0.0001764341,0,0.0003491448,0.0000666142,0.0060635866,0.0020796106,0.0001025897,0.0204785058,0.0730141448,0.011410504,0.0035925915,0.0014228465,0,0.000641885,0.0001676037,0.0001226349,0.0000534736,0,0.000051966,8.7330957E-6
AQUE,2018-02-15,0.1366612447,0.0355316104,0.0014862738,0.4139187212,1.925,0.22,563.03112098,13.03454645,154.9894405,0,0.0060313068,0,0.0107745906,0.0028095077,0,0.0001529696,0,0.0002732715,0.0000712564,0.0153464485,0.0046242253,0.0003024079,0.0250583897,0.146295812,0.010561498,0,0.0016864411,0,0.0007798141,0.0002229643,0,0.0000443611,0,0.0000321769,7.4838129E-6
AQUE,2018-03-12,0.2087864812,0.0656057737,0.0046906937,0.4531170355,2.38,0.265,621.55916358,15.779143466,184.39620871,0,0.0051858228,0,0.0112326518,0.0028451151,0,0.0002543197,0,0.0005508644,0.0001395283,0.0215070879,0.0082237406,0.0009139409,0.0277621362,0.1632413292,0.0122613625,0,0.0013570429,0,0.0008409483,0.0002166751,0,0.0000704759,0,0.0000692806,0.0000141856
AQUE,2018-04-06,0.1912058661,0.047146417,0.0039908516,0.5399394677,2.005,0.21,715.64734003,13.758015454,198.07861821,0,0.004921475,0.0000129247,0.0116839886,0.0033373571,0,0.0002749567,7.2208423E-7,0.00065277,0.000186454,0.0234959162,0.0067371253,0.0008169764,0.0246818187,0.152272722,0.0096759629,0,0.0012522013,3.7875843E-6,0.0009546872,0.0002379891,0,0.0000757208,2.0799504E-7,0.0000860225,0.0000186854
AQUE,2018-05-02,0.1833956155,0.0483229089,0.0033269169,0.600955094,1.59,0.15,773.60392704,14.297105036,220.09336016,0,0.0047306673,0,0.0121558568,0.0041358488,0,0.0002258054,0,0.0005802264,0.0001974134,0.0280607987,0.0079703102,0.0007534106,0.0295123795,0.1370596321,0.00668682,0,0.0011605081,0,0.0010393948,0.0002963189,0,0.0000624432,0,0.0000824038,0.0000233035
AQUE,2018-06-06,0.2262341835,0.0670026133,0.0062913816,0.5274262501,2.405,0.14,832.25089523,15.436253688,220.56926689,0,0.0061937469,0,0.0122351677,0.0038688432,0,0.0003540031,0,0.0006993,0.0002211234,0.0269323613,0.0096565567,0.001256233,0.024703101,0.2223829917,0.0065669719,0,0.001675274,0,0.0010489565,0.0002889446,0,0.0001013565,0,0.0001015657,0.0000265778
AQUE,2018-07-10,0.1446317781,0.0480984897,0.003356139,0.4010229862,1.8,0.105,786.42172612,19.29512316,214.95912869,0.0045338435,0.0314466584,0,0.0117295476,0.0031606275,0.000258562,0.0017933812,0,0.000668928,0.0001802484,0.0189507258,0.0069912623,0.0006749156,0.0280633568,0.1526000562,0.0050346356,0.0034754312,0.0079711591,0,0.0009188263,0.0002333273,0.0002012007,0.0004928143,0,0.0000864627,0.0000193476
AQUE,2018-08-06,0.1076318778,0.0281877716,0.001606219,0.332922764,1.63,0.085,788.4368935,25.064921011,234.17248451,0,0.0135304123,0.0003973165,0.0107775587,0.0029960755,0,0.0005041525,0.0000148043,0.0004015793,0.0001116359,0.0130513367,0.0038481539,0.0003191172,0.0226001645,0.1379234332,0.0039800365,0,0.0035190771,0.000105289,0.0007486094,0.0002288061,0,0.0001398285,4.2350803E-6,0.0000499581,0.000012277
AQUE,2018-09-06,0.12049321,0.0414373586,0.0021879882,0.1481148986,2.435,0.115,769.7217561,38.731357045,252.67646955,0,0.0113636222,0,0.0090273253,0.002649974,0,0.0003907745,0,0.0003104334,0.0000911278,0.0132649525,0.005389005,0.000424678,0.0105408944,0.2047168628,0.0051252449,0,0.00297645,0,0.0005890355,0.0002214454,0,0.0001076411,0,0.0000356933,9.7311908E-6
AQUE,2018-10-05,0.1003628571,0.0271383425,0.0011157299,0.0958870555,2.005,0.085,696.61227476,36.630443912,239.99426868,0.0025554473,0.0295265371,0,0.0071842319,0.0022650606,0.0000863359,0.0009975549,0,0.0002427195,0.0000765251,0.0137770343,0.0041399487,0.0002404004,0.0125616933,0.1884314897,0.0039918817,0.0027303947,0.0075420376,0,0.0004301019,0.0001897164,0.0000920349,0.0002717389,0,0.0000280508,8.644314E-6
