Site,date,FSC_dry,FSC_carbon,FSC_nitrogen,FSC_fraction_canopy,Frond_density,Plant_density,Surface_Irradiance,Bottom_Irradiance,Subsurface_Irradiance,Plant_loss_rate,Frond_loss_rate,Cut_frond_loss_rate,Blade_loss_rate,Dissolved_loss_rate,Carbon_lost_as_plants,Carbon_lost_as_fronds,Carbon_lost_as_cut_fronds,Carbon_lost_as_blades,Carbon_lost_as_dissolved,SE_FSC_dry,SE_FSC_carbon,SE_FSC_nitrogen,SE_FSC_fraction_canopy,SE_frond_density,SE_plant_density,SE_plant_loss_rate,SE_frond_loss_rate,SE_cut_frond_loss_rate,SE_blade_loss_rate,SE_dissolved_loss_rate,SE_carbon_lost_as_plants,SE_carbon_lost_as_fronds,SE_carbon_lost_as_cut_fronds,SE_carbon_lost_as_blades,SE_carbon_lost_as_dissolved
ABUR,2002-05-10,2.1858529234,0.4349439153,0.0454639571,0.5456466238,17.025,0.5375,793.70811464,24.958369939,172.53316133,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.3077524869,0.0671634948,0.0098020764,0.0107463232,2.154407045,0.0545951875,-99999,-99999,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999
ABUR,2002-06-12,2.23136233,0.7020525227,0.0546186136,0.5564014845,14.466666667,0.5375,844.46679888,27.295076652,174.72299094,0,0.0154740686,0.0004724036,0.0125938563,0.0041354653,0,0.0086326932,0.0002635451,0.0070258767,0.0023070987,0.3243786322,0.1101708414,0.011928732,0.0156786724,1.89319389,0.0559675881,0,0.0047968594,0.0000961551,0.0010586049,0.0003088414,0,0.0028666861,0.0000644753,0.0009637629,0.0002607325
ABUR,2002-07-12,1.900148088,0.5612754828,0.0330766086,0.6202126252,11.05,0.3,813.14596156,25.869774703,167.10729987,0,0.0092633979,0,0.0129163846,0.0034995656,0,0.0058270547,0,0.0081249322,0.0022013693,0.3103745218,0.0998846574,0.0075699662,0.0142629658,1.4526078182,0.0288496974,0,0.0028924476,0,0.0011038489,0.000250324,0,0.0019474353,0,0.0011710461,0.0002694952
ABUR,2002-08-09,2.5674140682,0.8091875395,0.059148151,0.5562421477,16.504166667,0.4583333333,804.20309487,36.774864323,179.262348,0,0.0061436487,0,0.012847818,0.0034776926,0,0.0041634938,0,0.0087068473,0.0023568001,0.363388049,0.1278047682,0.012997787,0.0112884669,1.9823533437,0.0446255028,0,0.0018192953,0,0.0011287676,0.0002422475,0,0.0013166855,0,0.0012820081,0.000285005
ABUR,2002-09-10,2.3024560632,0.6706444757,0.046729268,0.5232304383,20.4875,0.5708333333,761.44471993,38.115369173,175.975886,0,0.0114815309,0,0.0123476648,0.0032779262,0,0.00847049,0,0.0091094796,0.0024182874,0.3533450142,0.1148239827,0.0104479222,0.0189367234,2.5817067534,0.0597493642,0,0.0034747857,0,0.0010522752,0.0002312927,0,0.0027650581,0,0.0013614386,0.0002750522
ABUR,2002-10-11,3.1361240501,0.7799598743,0.0728699806,0.5719914844,20.654166667,0.5916666667,684.20293125,46.335921205,168.376722,0,0.0109211128,0.0000120958,0.0122776781,0.0035454535,0,0.0079060897,8.7565084E-6,0.0088881441,0.00256665,0.4267812712,0.1183839714,0.015469906,0.0094584099,2.4117076594,0.0623212635,0,0.0034237663,3.5347071E-6,0.0010376537,0.0002584595,0,0.0026245656,2.7549321E-6,0.0012760997,0.0003040338
ABUR,2002-11-21,0.6117218301,0.1625266383,0.013482745,0.4737244334,4.9333333333,0.1958333333,578.69072883,41.057855319,141.06939179,0.0086993889,0.0254228444,0.0002816549,0.0121700508,0.0034089184,0.0034246939,0.0100082272,0.0001108793,0.0047909915,0.001341991,0.0993391663,0.0285925874,0.0030334311,0.01788811,0.6897272602,0.021088341,0.005420917,0.00795908,0.000100633,0.0009975526,0.0002681917,0.0021744742,0.0032615305,0.0000401477,0.00068358,0.0001688664
ABUR,2002-12-09,0.8471961159,0.2206386365,0.0158621033,0.5707782281,5.4333333333,0.2,533.47905732,26.29791898,128.67313527,0,0.0144765686,0,0.0121109294,0.0030556538,0,0.0027520624,0,0.0023023435,0.0005808939,0.1433894882,0.0399341096,0.0036182451,0.0151643785,0.7201282357,0.0217312235,0,0.0045479522,0,0.001006016,0.0002182444,0,0.00092666,0,0.0003477902,0.0000758107
ABUR,2003-01-16,0.1416172187,0.034953007,0.0027228125,0.4996896163,0.9666666667,0.0208333333,511.33830594,13.876855553,108.78662761,0.0316834949,0.0223967184,0,0.0124658502,0.0030746712,0.0031929988,0.0022570962,0,0.0012562833,0.0003098592,0.0422583781,0.0108077838,0.0009377134,0.0407122867,0.2206892012,0.0029336041,0.0140372729,0.0062927242,0,0.0010193503,0.0002467832,0.0015116849,0.0007422301,0,0.0002242558,0.0000513499
ABUR,2003-02-18,0.2484597049,0.0682817165,0.0038895781,0.4918760178,1.7041666667,0.025,563.53925397,12.887136642,113.7705773,0.0055248957,0.0152207513,0,0.0122451013,0.0029880448,0.0002749811,0.0007575561,0,0.0006094542,0.0001487188,0.0754350509,0.0210834592,0.00135915,0.0342811517,0.4405923602,0.004131933,0.0043424369,0.0047969463,0,0.0009883335,0.0002320717,0.0002210679,0.0002856507,0,0.0001451613,0.0000346504
ABUR,2003-03-06,0.4468145299,0.1373553414,0.0074334344,0.5449860379,2.7541666667,0.0583333333,618.97380594,18.88338963,131.67603241,0,0.0194898323,0,0.0122155833,0.0029104236,0,0.0019261368,0,0.0012072389,0.0002876307,0.1074412115,0.0349596332,0.0021651561,0.0190008275,0.5525321351,0.008636671,0,0.0059135505,0,0.00098793,0.0002126252,0,0.0007052305,0,0.0002622532,0.000058756
ABUR,2003-04-10,0.2660771874,0.0722178052,0.0066374521,0.4913024473,2.0375,0.05,734.0385577,28.156048999,155.67929425,0.0101907127,0.0348157164,0,0.0123611357,0.0032390844,0.0010325303,0.0035275533,0,0.0012524391,0.0003281864,0.0630179735,0.0176857126,0.0019053492,0.0201592643,0.4092861782,0.0082319941,0.0069187302,0.0103105232,0,0.0009916797,0.0002355593,0.000721126,0.0012225833,0,0.0002479118,0.0000598668
ABUR,2003-05-12,0.1491832635,0.0473494124,0.0042782992,0.465651385,1.3,0.0416666667,794.34647239,24.604227476,171.76130016,0.011146092,0.0124882301,0,0.0118398524,0.0033478736,0.0006566317,0.0007356989,0,0.0006975021,0.0001972279,0.0412012943,0.0136456308,0.0013757621,0.0429726334,0.2747092482,0.0060091747,0.0071959474,0.0044190178,0,0.0009447515,0.0002553125,0.0004412058,0.0002994788,0,0.0001464445,0.0000386639
ABUR,2003-06-11,0.1911104351,0.0627800148,0.0062336529,0.2912774528,1.9,0.0625,850.38638273,27.779755897,176.0185498,0.0044510464,0.0080605421,0,0.0118056369,0.0027360043,0.0002434832,0.0004409316,0,0.0006457975,0.0001496662,0.0498298833,0.0168468577,0.0019351631,0.0162556894,0.4042936877,0.0082131481,0.0049694006,0.0028606034,0,0.0008632148,0.0002252475,0.0002898263,0.0001791045,0,0.0001394837,0.0000315196
ABUR,2003-07-08,0.2029670466,0.0688051436,0.002854577,0.4941726471,1.7583333333,0.1083333333,809.89093528,23.82701979,164.72158075,0.0106548916,0.0144068485,0,0.0118512148,0.002652514,0.0007005226,0.0009472009,0,0.0007791768,0.0001743937,0.0418190881,0.015058973,0.0007298435,0.0553182032,0.2475759918,0.0082318993,0.0086564892,0.0044075864,0,0.0008670211,0.0002220169,0.0005904711,0.0003340139,0,0.0001566802,0.0000332558
ABUR,2003-08-05,0.1697929795,0.0538341205,0.0036201423,0.3417695264,1.8708333333,0.1166666667,808.63986868,38.320468518,180.29992511,0.0037628756,0.0117042361,0,0.0113690617,0.0028155768,0.0002295874,0.0007141201,0,0.0006936699,0.0001717891,0.0325548488,0.0110636189,0.0009255937,0.0271929897,0.2401561475,0.009016717,0.0040133373,0.0034174001,0,0.0008449972,0.0002257793,0.0002447407,0.0002336728,0,0.0001223537,0.0000296668
ABUR,2003-09-03,0.1192164627,0.0387657975,0.0033910795,0.2798616065,1.5833333333,0.1666666667,771.64137931,36.788092757,177.02346532,0,0.009278707,0,0.0108646456,0.002515275,0,0.0004257847,0,0.0004985608,0.0001154219,0.0178184148,0.0064055212,0.0007353821,0.0253606411,0.1739961437,0.0153313591,0.0001039301,0.0026603302,0,0.0007423213,0.0001930254,5.8371807E-6,0.0001342528,0,0.0000797427,0.0000178289
ABUR,2003-10-01,0.2240857706,0.0812013574,0.0052100993,0.2979840012,2.6541666667,0.2291666667,696.19211738,43.984071698,170.0219745,0.0071668106,0.0076597474,0,0.0105897619,0.0021472412,0.0004113203,0.0004396111,0,0.0006077716,0.0001232353,0.0329946389,0.0132345187,0.0010969394,0.0215819317,0.3062076516,0.0224604849,0.0052369305,0.0023343418,0,0.0007125089,0.00016944,0.0003117243,0.0001450162,0,0.0000841684,0.0000155505
ABUR,2003-11-13,0.1539436417,0.0425400114,0.0024553741,0.2673204892,1.8125,0.1333333333,607.69470529,44.374230708,148.4748091,0.0051893849,0.0166138143,0,0.0104527142,0.0021241676,0.0003103367,0.0009935428,0,0.0006250954,0.0001270299,0.0275854975,0.0082065545,0.000605624,0.0228095088,0.264100958,0.0128996153,0.0038895747,0.0054318381,0,0.0006933258,0.0001735324,0.0002320378,0.0003525724,0,0.0000927058,0.0000177142
ABUR,2003-12-05,0.2025029372,0.0553476771,0.0055750875,0.286940634,2.5083333333,0.1625,543.53773273,28.866655122,131.0951218,0.0053537743,0.0150107539,0,0.0102502167,0.0023809028,0.0002605321,0.0007304723,0,0.000498809,0.0001158625,0.0346764132,0.0102105556,0.0013225211,0.0252544965,0.3375586198,0.0151665826,0.0057498155,0.0051029351,0,0.0006802925,0.0001854,0.0002867068,0.000272034,0,0.0000774689,0.0000164294
ABUR,2004-01-09,0.225324885,0.0588803042,0.0058211601,0.3781307589,2.15,0.1166666667,512.06405082,15.590443193,111.87888213,0.0082194878,0.014578266,0,0.0111660282,0.0024646888,0.000469298,0.0008323574,0,0.0006375331,0.0001407233,0.0417072293,0.0116263022,0.0014392943,0.024526145,0.3184238023,0.0137937639,0.0063722693,0.004276478,0,0.0007576037,0.0002029734,0.0003773661,0.0002689076,0,0.0001008225,0.0000217154
ABUR,2004-02-06,0.1463938863,0.0385729655,0.0035346062,0.4740092987,1.1625,0.075,536.34949847,11.504425018,107.85336714,0.0182437723,0.0184502504,0,0.0120810222,0.0027332688,0.0008759383,0.0008858519,0,0.0005800461,0.0001312324,0.0356371909,0.0098988412,0.0010496973,0.0368499509,0.2168402028,0.0074632262,0.0100796097,0.0052742792,0,0.0008760013,0.0002188408,0.0005142187,0.0002961184,0,0.0001030884,0.0000227205
ABUR,2004-03-08,0.021109138,0.0050936544,0.0004050231,0.1658348033,0.3833333333,0.025,612.82945067,17.001718386,127.01606071,0.0223595865,0.0093825748,0,0.0104613205,0.0030209591,0.0004637855,0.0001946146,0,0.0002169901,0.0000626611,0.0047582903,0.0012286749,0.0001104281,0.0144941142,0.0698292617,0.0037796794,0.0110166285,0.002644731,0,0.0006891802,0.000264185,0.0002047009,0.0000730482,0,0.0000620096,0.0000181552
ABUR,2004-04-12,0.003986112,0.0009377939,0.0000687066,0.3570965785,0.05,0.0041666667,739.82507072,28.871911419,158.46137829,0,0.0142305588,0,0.0104509303,0.0028319473,0,0.0000465369,0,0.0000341767,9.2610618E-6,0.0011670034,0.0002800867,0.0000232464,0.0472488111,0.0114286253,0.0007106862,0,0.0035118512,0,0.0006587728,0.0002558121,0,0.0000146514,0,8.7070499E-6,2.189611E-6
ABUR,2004-05-19,0.003120747,0.0007904106,0.0000704821,0,0.0708333333,0.025,806.30533863,26.255446093,174.64202564,0.0033827876,0.0125289166,0,0.0079980274,0.002966796,2.9159742E-6,0.0000108,0,6.8943263E-6,2.557388E-6,0.0006525438,0.0001768493,0.0000190903,0,0.0122108552,0.0037294639,0.002391232,0.0031087728,0,0.000483605,0.0002911293,2.1504402E-6,3.3475256E-6,0,1.3758402E-6,5.5945199E-7
ABUR,2004-06-16,0.0042544787,0.0011277849,0.0001042377,0.0597448946,0.1,0.0375,829.77953898,25.041020597,169.54983037,0.0024640311,0.014289274,0,0.0045526154,0.0022295684,2.338674E-6,0.0000135623,0,4.3210018E-6,2.1161395E-6,0.0009368518,0.0002623444,0.0000281159,0.0197346091,0.015265899,0.0042500784,0.0025538194,0.0043699144,0,0.0004157109,0.0001779919,2.4398327E-6,4.7003087E-6,0,8.0543812E-7,3.5383752E-7
ABUR,2004-07-06,0.0125696754,0.0033321266,0.0002257045,0,0.4666666667,0.1541666667,828.78415066,23.630235814,166.1742852,0,0.0118223649,0,0.0045526154,0.0021101166,0,0.0000240554,0,9.2633692E-6,4.2935296E-6,0.002282979,0.0006470393,0.0000562626,0,0.0736419989,0.018056215,0,0.0032702405,0,0.0004375721,0.0001839775,0,7.4189823E-6,0,1.5629148E-6,6.6334207E-7
ABUR,2004-08-05,0.0382865856,0.0115083781,0.0006095391,0.0132779342,1.025,0.375,810.01876859,37.917368847,180.14279659,0,0.0167963753,0,0.0039637853,0.0019576995,0,0.000110799,0,0.0000261475,0.0000129142,0.0078342335,0.0024981738,0.0001619598,0.0031426135,0.172836501,0.0463636172,0,0.0044157811,0,0.00037477,0.0001668128,0,0.0000336302,0,4.6887519E-6,2.0133352E-6
ABUR,2004-09-07,0.0629938496,0.018477873,0.0006772489,0.1509108994,1.0708333333,0.2083333333,765.62046425,36.36104192,175.50482184,0.0022456961,0.0316227133,0,0.0056693151,0.0021412798,0.0000330547,0.0004654593,0,0.0000834475,0.0000315178,0.0120793295,0.0037914503,0.0001714172,0.0307806152,0.1732361806,0.0254143751,0.0022843553,0.009047474,0,0.0004571784,0.0001864087,0.0000341419,0.0001490914,0,0.0000140346,4.9477487E-6
ABUR,2004-10-07,0.0982767927,0.0272319046,0.0014340707,0.1836346065,1.8166666667,0.2916666667,689.51547951,45.464456747,169.52752051,0.0029003792,0.0148034424,0,0.0078626938,0.002344889,0.0000654693,0.0003341534,0,0.0001774821,0.0000529304,0.0183411903,0.0054419897,0.0003567025,0.012073017,0.2731190292,0.0331362753,0.0030701969,0.0039396271,0,0.0005554182,0.0001924299,0.000071314,0.0001013453,0,0.0000288131,7.9930558E-6
ABUR,2004-11-10,0.256445758,0.0717632844,0.0024041699,0.1987863469,3.5625,0.4166666667,603.88176059,44.430316643,147.28421599,0.0025591581,0.0186221098,0,0.0091060775,0.002268913,0.0001176107,0.0008558123,0,0.0004184861,0.000104272,0.0468498746,0.0137926632,0.0005949668,0.0077608417,0.5473540136,0.0487074075,0.0027021423,0.0052051804,0,0.0005628268,0.0001831014,0.000125314,0.0002647335,0,0.0000659642,0.0000157604
ABUR,2004-12-03,0.2050753209,0.0585988696,0.0028527622,0.2549824386,2.5666666667,0.2791666667,540.01171784,31.41567099,131.68423049,0,0.0130412326,0.0002332929,0.0100760109,0.0021882543,0,0.0008471442,0.0000151545,0.0006545266,0.0001421466,0.035532613,0.0105586664,0.0007035499,0.0122515017,0.3641766554,0.024896369,0,0.0037172484,0.0000377803,0.0006106913,0.0001763145,0,0.0002633279,3.354585E-6,0.0000951596,0.0000202862
ABUR,2005-02-08,0.052974279,0.0122054984,0.0006445041,0.099611493,0.7625,0.0666666667,523.1896242,14.139178878,110.50471644,0.0042937623,0.0158238446,0,0.0093045044,0.0021674099,0.000126975,0.0004679424,0,0.0002751526,0.0000640946,0.0084900488,0.0021223349,0.0001500029,0.0111188556,0.0992041725,0.0049315582,0.0027096133,0.0043451469,0,0.0005765186,0.0001811084,0.0000824827,0.0001406844,0,0.0000414738,9.4687746E-6
ABUR,2005-03-17,0.0215773768,0.0058207132,0.0002749085,0.0617276573,0.4375,0.0333333333,645.77091437,18.649185284,132.64744077,0.0109585164,0.0156223015,0,0.0072255745,0.0022992013,0.0000944918,0.0001347062,0,0.0000623038,0.0000198253,0.0040313373,0.0011783959,0.0000684563,0.0068057523,0.0632362331,0.0027132249,0.0060678568,0.0049702769,0,0.0004379341,0.000209581,0.0000531911,0.0000461563,0,8.5234895E-6,2.738909E-6
ABUR,2005-04-20,0.0899415571,0.0261889862,0.0019985457,0.3809576021,0.8875,0.0416666667,754.94465382,30.933368274,166.65110858,0,0.0077317814,0,0.0087469921,0.0027800236,0,0.0001047153,0,0.0001184648,0.0000376512,0.0150017038,0.0046346942,0.000475597,0.0273612487,0.1218926583,0.0033091513,0,0.0022219909,0,0.00053515,0.0002304315,0,0.0000325308,0,0.0000176941,5.5673786E-6
ABUR,2005-05-10,0.0534860053,0.0143201668,0.001473917,0.0907695868,0.8875,0.0375,798.59084264,21.695593139,169.31487511,0,0.015545492,0,0.0091000278,0.0027529318,0,0.0003134391,0,0.0001834812,0.0000555065,0.0100626819,0.0028811874,0.0003710269,0.0131258519,0.1284377235,0.0031348182,0,0.0044463015,0,0.0005912791,0.0002320673,0,0.0000963143,0,0.0000325194,9.8932023E-6
ABUR,2005-06-09,0.1213395337,0.0308961688,0.0033906889,0.4893478351,1.1416666667,0.0375,857.9805513,27.260037056,176.12819878,0.0029003792,0.0141888564,0,0.0093089537,0.0034773572,0.0000625214,0.0003058592,0,0.0002006666,0.0000749589,0.0231674847,0.0063029377,0.0008757345,0.0244137922,0.1723615706,0.0032627311,0.0031606646,0.0040926184,0,0.0006189177,0.0003017528,0.000071498,0.0000994358,0,0.0000324975,0.0000120043
ABUR,2005-07-05,0.106789088,0.0271392207,0.0025031322,0.4531972029,1.0333333333,0.1083333333,800.03977874,23.500852239,163.33514467,0.0036657761,0.0081555576,0.0002469741,0.0117592953,0.003753404,0.0001062236,0.0002363245,7.1565962E-6,0.0003407504,0.0001087628,0.0201498728,0.005456415,0.0006375526,0.0338905232,0.1390644688,0.0085191316,0.0037158182,0.0020755537,0.0000626705,0.0009219586,0.0002973651,0.0001082067,0.0000698647,1.9211495E-6,0.0000569147,0.0000165169
ABUR,2005-08-08,0.0989654369,0.0261068752,0.0016295404,0.1487106843,2.2291666667,0.5416666667,808.04893169,36.717377648,179.34053234,0,0.0104545298,0,0.0096153657,0.0031752719,0,0.0002782966,0,0.0002559583,0.0000845248,0.0170854472,0.0049808356,0.0003949873,0.0145604082,0.3149967409,0.0449556846,0,0.0025302152,0,0.0006443002,0.000269339,0,0.0000777043,0,0.0000403652,0.0000129856
ABUR,2005-09-13,0.0870060215,0.0240457972,0.0008841791,0.1340943655,1.9875,0.4958333333,752.25008829,37.704223846,175.01569914,0,0.0233750568,0,0.0073328622,0.0024556929,0,0.0005858306,0,0.0001837778,0.0000615451,0.0148547471,0.0044517924,0.0002128767,0.0150540799,0.265005674,0.0411277799,0,0.0056621961,0,0.0004521695,0.00019186,0,0.0001649201,0,0.0000268139,8.5915001E-6
ABUR,2005-10-11,0.2001398072,0.054735249,0.0024390853,0.1769150558,3.75,0.7791666667,687.8883618,47.43093479,168.80433696,0.0023049472,0.017489951,0.0008002408,0.0075293251,0.002406731,0.0000859981,0.0006525543,0.0000298572,0.0002809209,0.0000897957,0.0346147497,0.0101951592,0.0005899228,0.0176969383,0.5118933117,0.0645235311,0.0024038785,0.004059489,0.0001025893,0.0004429967,0.0001987677,0.0000906432,0.0001781177,5.2733133E-6,0.000041604,0.0000128819
ABUR,2005-11-04,0.1985815595,0.0546561723,0.0021311235,0.0938960595,3.4916666667,0.6375,593.60134642,41.216553601,144.34088782,0.002689105,0.0154213942,0.0019173025,0.0070254386,0.0021842292,0.0001470825,0.000843484,0.0001048682,0.0003842613,0.0001194679,0.033550182,0.009931354,0.0004983734,0.0137614614,0.4762369725,0.0528130221,0.0028430035,0.0037349671,0.0001619917,0.0004264093,0.0001839905,0.0001561682,0.0002264999,0.0000171479,0.0000559805,0.0000167775
ABUR,2005-12-05,0.2653203599,0.0721603977,0.0035171579,0.0927367633,4.2041666667,0.5875,547.9246575,34.774739113,133.43159396,0.0020818878,0.0065648442,0.0005168317,0.0066034803,0.0020262705,0.0001311663,0.0004136084,0.0000325622,0.0004160426,0.0001276622,0.0461115593,0.0135102321,0.0008166102,0.0072913185,0.5817415981,0.0487716682,0.0021002235,0.0014962397,0.000119596,0.000402538,0.0001676128,0.0001320377,0.000109065,8.2674589E-6,0.0000613009,0.0000177169
ABUR,2006-01-24,0.0326541969,0.0097242856,0.0006438899,0.1401137162,0.5708333333,0.0791666667,515.50716714,14.034264574,109.69565619,0.0081093022,0.0226197423,0,0.0078985998,0.0019123419,0.0002526179,0.0007046417,0,0.0002460542,0.0000595726,0.006252088,0.0019479425,0.0001641967,0.0170705589,0.0816278663,0.0062109941,0.0034681426,0.0056289347,0,0.0004584128,0.000174367,0.0001180023,0.0001918328,0,0.0000462022,0.0000107953
ABUR,2006-02-21,0.0700561924,0.0192278756,0.0009831654,0.377837241,0.8541666667,0.0791666667,573.25567295,14.090571861,116.61748692,0.0047689783,0.0151522425,0,0.0097206641,0.0023831624,0.000066481,0.0002112269,0,0.000135509,0.000033222,0.0125080814,0.0036367822,0.0002425082,0.0226708192,0.1168075235,0.0065012568,0.0034919785,0.0035911294,0,0.0006185252,0.0001958673,0.0000490137,0.0000585532,0,0.000020903,5.0143532E-6
ABUR,2006-03-14,0.0461223159,0.0118398297,0.0012045142,0.0738483586,0.8416666667,0.0625,664.79066507,18.815862026,136.52782114,0.0063586377,0.0065330588,0,0.0083195374,0.0025962046,0.0000968833,0.0000995408,0,0.0001267605,0.000039557,0.0085557033,0.0023392665,0.0002909327,0.0081555912,0.1188577404,0.0050004966,0.0048489172,0.0016342344,0,0.0005435158,0.0002169272,0.0000764865,0.0000298302,0,0.0000224438,6.906507E-6
ABUR,2006-04-10,0.0994825417,0.0250879311,0.0024100955,0.4105973657,0.875,0.0416666667,738.23357305,31.049260616,160.42037505,0.0150172262,0.0137321577,0,0.0088364836,0.0030559032,0.0002649421,0.0002422703,0,0.0001558981,0.0000539139,0.0189556402,0.0050726721,0.0006058903,0.0247345104,0.1209034419,0.0035993454,0.0069737261,0.0034004967,0,0.0005334088,0.000252033,0.0001293408,0.0000683938,0,0.0000240814,8.4158595E-6
ABUR,2006-05-02,0.0603494611,0.0173515875,0.0012259235,0.2889334837,0.9291666667,0.0541666667,775.51468095,26.812786433,173.0260876,0,0.0067994288,0,0.0109461901,0.0031962092,0,0.0001426697,0,0.0002296795,0.0000670648,0.0109749399,0.0033762439,0.0002922241,0.0204751974,0.1307110162,0.0045029576,0,0.0017837515,0,0.0007627604,0.0002676969,0,0.0000436007,0,0.0000399802,0.0000116064
ABUR,2006-06-07,0.0449581572,0.0151372061,0.0008584557,0.1972037319,0.6916666667,0.0375,860.25146299,26.289332981,176.40879635,0.0141896007,0.0141002926,0.0028230711,0.0094641806,0.0025351477,0.0002301441,0.0002286956,0.000045788,0.0001535015,0.0000411181,0.0080883069,0.0028908313,0.0002122561,0.0202582006,0.0980400641,0.0031890798,0.0059883748,0.0038871567,0.0004126643,0.0006016639,0.0002031285,0.0001024621,0.0000720389,9.5965378E-6,0.0000242414,6.2400124E-6
ABUR,2006-07-01,0.0384908457,0.0124945118,0.0004502854,0.057452503,0.775,0.0583333333,798.04434035,22.412677374,162.43784398,0.0033351128,0.0067304789,0.0021018051,0.0070077294,0.001965561,0.0000459366,0.0000927031,0.0000289495,0.0000965219,0.0000270729,0.0068998701,0.0024119469,0.0001100317,0.0111777203,0.1017592329,0.0042026807,0.0034774877,0.0018483956,0.0003447081,0.0004485622,0.0001596932,0.0000484941,0.0000286864,6.4727362E-6,0.000014346,3.8861949E-6
ABUR,2006-08-04,0.037146527,0.0108639416,0.0002365957,0.020528168,0.7041666667,0.0458333333,806.85867356,36.267093,177.36688488,0.0023541973,0.0143286568,0.0031114989,0.0049905817,0.0019114676,0.0000274505,0.0001670755,0.0000362808,0.0000581913,0.0000222882,0.009073953,0.0027831315,0.0000686552,0.0028664525,0.1190442165,0.0030813723,0.0025084233,0.0038717335,0.0002177577,0.0003761429,0.0001543352,0.0000293962,0.0000518587,6.7095345E-6,0.0000103536,3.7846322E-6
ABUR,2006-09-01,0.0352909036,0.0111131168,0.0002830496,0,0.6333333333,0.05,778.4450613,37.197253591,178.19596476,0.0028586681,0.017312368,0,0.0042013788,0.001872011,0.0000314112,0.0001902293,0,0.000046165,0.0000205698,0.0087668168,0.0028716371,0.0000860214,0,0.1171707328,0.0039699392,0.0030477289,0.0044873493,0,0.0003717793,0.0001598367,0.0000339574,0.0000600427,0,9.0941481E-6,3.8127955E-6
ABUR,2006-10-03,0.0331074961,0.0090746494,0.0002605559,0.0451438031,0.6625,0.0458333333,698.46676232,42.928713122,169.29156826,0,0.0135948851,0,0.0049107514,0.0019031992,0,0.0001367575,0,0.0000493996,0.0000191452,0.0061496442,0.0018199615,0.0000653021,0.0062885679,0.0955430291,0.0032564713,0,0.003656549,0,0.0003727671,0.0001647682,0,0.0000432284,0,8.9991743E-6,3.2082323E-6
ABUR,2006-11-01,0.0417955416,0.0134000276,0.0002823372,0.1112931121,0.8,0.075,616.17311236,43.926927132,150.4916703,0,0.0084791433,0,0.0067576951,0.001902217,0,0.0000940948,0,0.0000749915,0.0000211093,0.0085213002,0.0029032717,0.0000736699,0.0121826051,0.1246623293,0.0056351069,0,0.0023094942,0,0.000417758,0.0001529779,0,0.0000285345,0,0.0000118637,3.2866908E-6
ABUR,2006-12-01,0.0359199959,0.0092571075,0.0004546018,0.137989324,0.6291666667,0.0791666667,556.00281984,36.110144051,135.48399984,0.0122574927,0.008635805,0,0.0074956629,0.0019647624,0.0001372982,0.0000967311,0,0.0000839602,0.0000220076,0.0072379094,0.0019718438,0.0001198175,0.0196925853,0.092862618,0.0062787396,0.0063689577,0.002534848,0,0.0004677437,0.0001705604,0.0000753927,0.0000322487,0,0.0000140893,3.4560163E-6
ABUR,2007-01-03,0.0047654494,0.0014213817,0.0000830621,0.1173453742,0.1166666667,0.0291666667,510.90875321,17.354146,114.2220783,0.0393722116,0.005937239,0,0.0076798576,0.0021014338,0.0001679324,0.0000253238,0,0.0000327565,8.9631469E-6,0.0007204429,0.0002414022,0.0000183048,0.0160952485,0.0127670664,0.0019492515,0.0162674582,0.002661039,0,0.0004918318,0.000193035,0.0000682695,0.00001306,0,7.8629927E-6,2.1113932E-6
ABUR,2007-02-06,0.0129697142,0.003784002,0.0002561098,0.047035741,0.2291666667,0.0291666667,534.30097371,11.587952861,107.85335764,0,0.0071881842,0,0.00691781,0.0017301886,0,0.0000173445,0,0.0000166921,4.174812E-6,0.0017592946,0.0005814514,0.0000530273,0.0079983941,0.0223385704,0.0017766352,0,0.0031375146,0,0.000413519,0.0001549515,0,7.7859475E-6,0,2.1810223E-6,5.1125645E-7
ABUR,2007-03-02,0.0074942962,0.0021876319,0.0001534524,0.2645519125,0.125,0.0208333333,606.49293041,16.657158608,125.5577169,0.009297648,0.0447101073,0,0.0080047543,0.0019660173,0.0000270867,0.0001302532,0,0.0000233201,5.7275652E-6,0.0014100551,0.0004447334,0.0000393184,0.0389206546,0.0145842965,0.0012782413,0.011303267,0.017787784,0,0.0005317661,0.0001739267,0.0000323811,0.0000533939,0,3.4436875E-6,8.2870496E-7
ABUR,2007-04-04,0.015060668,0.0044001018,0.0003188864,0.317630748,0.2166666667,0.0333333333,709.52807464,28.940189778,151.9354783,0,0.0076575555,0,0.0102701567,0.0025690616,0,0.0000242443,0,0.000032516,8.1338095E-6,0.0023805488,0.0007839993,0.0000714659,0.0358762578,0.0231793233,0.002257505,0,0.0031264212,0,0.0006933257,0.0002201089,0,0.0000103613,0,5.1557494E-6,1.1979431E-6
