Site,Plant_ID,date,Total_fronds,New_fronds
AQUE,AQ449,2017-02-01,31,5
AQUE,AQ449,2017-03-10,24,7
AQUE,AQ449,2017-04-04,30,12
AQUE,AQ449,2017-05-04,36,12
AQUE,AQ449,2017-06-06,44,12
AQUE,AQ449,2017-07-11,53,10
AQUE,AQ449,2017-08-03,54,9
AQUE,AQ449,2017-09-06,55,8
AQUE,AQ449,2017-10-02,60,9
AQUE,AQ449,2017-11-02,58,12
AQUE,AQ449,2017-12-06,53,10
AQUE,AQ449,2018-01-23,49,7
AQUE,AQ449,2018-02-15,56,8
AQUE,AQ449,2018-03-12,50,4
AQUE,AQ449,2018-04-06,48,8
AQUE,AQ449,2018-05-02,46,4
AQUE,AQ449,2018-06-06,44,6
AQUE,AQ449,2018-07-10,19,4
AQUE,AQ449,2018-08-06,18,4
AQUE,AQ449,2018-09-06,9,0
AQUE,AQ449,2018-10-05,10,3
AQUE,AQ449,2018-11-01,0,-99999
AQUE,AQ45,2004-02-12,41,-99999
AQUE,AQ450,2016-03-09,6,-99999
AQUE,AQ450,2016-04-05,5,0
AQUE,AQ450,2016-05-05,9,5
AQUE,AQ450,2016-06-07,10,1
AQUE,AQ450,2016-07-11,12,3
AQUE,AQ450,2016-08-08,11,2
AQUE,AQ450,2016-09-07,11,2
AQUE,AQ450,2016-10-04,15,5
AQUE,AQ450,2016-11-04,19,8
AQUE,AQ450,2016-12-06,0,0
AQUE,AQ451,2016-01-11,11,-99999
AQUE,AQ451,2016-02-09,11,4
AQUE,AQ454,2016-07-11,16,-99999
AQUE,AQ454,2016-08-08,0,0
AQUE,AQ455,2016-08-08,14,-99999
AQUE,AQ455,2016-09-07,10,1
AQUE,AQ455,2016-10-04,17,7
AQUE,AQ455,2016-11-04,15,5
AQUE,AQ455,2016-12-06,15,5
AQUE,AQ455,2017-01-10,18,5
AQUE,AQ455,2017-02-01,8,0
AQUE,AQ455,2017-03-10,1,1
AQUE,AQ455,2017-04-04,2,2
AQUE,AQ455,2017-05-04,4,2
AQUE,AQ455,2017-06-06,10,6
AQUE,AQ455,2017-07-11,12,3
AQUE,AQ455,2017-08-03,16,8
AQUE,AQ455,2017-09-06,21,7
AQUE,AQ455,2017-10-02,24,6
AQUE,AQ455,2017-11-02,25,7
AQUE,AQ455,2017-12-06,34,16
AQUE,AQ456,2017-12-06,15,-99999
AQUE,AQ459,2017-06-06,7,-99999
AQUE,AQ459,2017-07-11,10,5
AQUE,AQ459,2017-08-03,11,3
AQUE,AQ459,2017-10-02,15,-99999
AQUE,AQ459,2017-11-02,19,5
AQUE,AQ459,2017-12-06,24,7
AQUE,AQ459,2018-01-23,31,8
AQUE,AQ459,2018-02-15,36,7
AQUE,AQ459,2018-03-12,38,4
AQUE,AQ459,2018-04-06,44,9
AQUE,AQ459,2018-05-02,43,6
AQUE,AQ459,2018-06-06,45,8
AQUE,AQ459,2018-07-10,45,10
AQUE,AQ459,2018-08-06,36,8
AQUE,AQ459,2018-09-06,47,13
AQUE,AQ459,2018-10-05,28,5
AQUE,AQ459,2018-11-01,25,6
AQUE,AQ459,2018-12-04,19,2
AQUE,AQ459,2019-01-03,22,6
AQUE,AQ459,2019-02-08,7,1
AQUE,AQ459,2019-03-05,0,0
AQUE,AQ460,2016-12-06,14,-99999
AQUE,AQ460,2017-01-10,17,5
AQUE,AQ460,2017-02-01,0,0
AQUE,AQ461,2016-05-05,11,-99999
AQUE,AQ461,2016-06-07,14,4
AQUE,AQ461,2016-07-11,17,6
AQUE,AQ461,2016-08-08,18,3
AQUE,AQ461,2016-09-07,19,2
AQUE,AQ461,2016-10-04,25,13
AQUE,AQ461,2016-11-04,31,10
AQUE,AQ461,2016-12-06,38,10
AQUE,AQ461,2017-01-10,38,5
AQUE,AQ461,2017-02-01,4,2
AQUE,AQ461,2017-03-10,1,0
AQUE,AQ461,2017-04-04,0,0
AQUE,AQ462,2016-07-11,20,-99999
AQUE,AQ462,2016-08-08,8,0
AQUE,AQ462,2016-09-07,0,0
AQUE,AQ464,2016-12-06,46,-99999
AQUE,AQ464,2017-01-10,50,8
AQUE,AQ464,2017-02-01,55,10
AQUE,AQ464,2017-03-10,51,10
AQUE,AQ464,2017-04-04,54,11
AQUE,AQ464,2017-05-04,67,16
AQUE,AQ464,2017-06-06,75,17
AQUE,AQ464,2017-07-11,95,26
AQUE,AQ464,2017-08-03,94,15
AQUE,AQ464,2017-09-06,88,16
AQUE,AQ464,2017-10-02,102,20
AQUE,AQ464,2017-11-02,97,19
AQUE,AQ464,2017-12-06,107,26
AQUE,AQ464,2018-01-23,88,26
AQUE,AQ464,2018-02-15,97,16
AQUE,AQ464,2018-03-12,98,12
AQUE,AQ464,2018-04-06,106,21
AQUE,AQ464,2018-05-02,111,15
AQUE,AQ464,2018-06-06,99,21
AQUE,AQ464,2018-07-10,88,15
AQUE,AQ464,2018-08-06,73,12
AQUE,AQ464,2018-09-06,59,11
AQUE,AQ464,2018-10-05,64,12
AQUE,AQ464,2018-11-01,52,12
AQUE,AQ464,2018-12-04,0,0
AQUE,AQ465,2016-12-06,15,-99999
AQUE,AQ465,2017-01-10,20,7
AQUE,AQ465,2017-02-01,0,0
AQUE,AQ466,2017-01-10,7,-99999
AQUE,AQ466,2017-02-01,0,0
AQUE,AQ467,2017-02-01,7,-99999
AQUE,AQ467,2017-03-10,9,4
AQUE,AQ467,2017-04-04,13,4
AQUE,AQ467,2017-05-04,16,4
AQUE,AQ467,2017-06-06,18,8
AQUE,AQ467,2017-07-11,29,11
AQUE,AQ467,2017-08-03,35,7
AQUE,AQ467,2017-09-06,44,12
AQUE,AQ467,2017-10-02,50,10
AQUE,AQ467,2017-11-02,52,14
AQUE,AQ467,2017-12-06,59,12
AQUE,AQ467,2018-01-23,63,14
AQUE,AQ467,2018-02-15,61,18
AQUE,AQ467,2018-03-12,72,16
AQUE,AQ467,2018-04-06,79,15
AQUE,AQ467,2018-05-02,74,12
AQUE,AQ467,2018-06-06,89,18
AQUE,AQ467,2018-07-10,68,14
AQUE,AQ467,2018-08-06,53,9
AQUE,AQ467,2018-09-06,49,6
AQUE,AQ467,2018-10-05,28,6
AQUE,AQ467,2018-11-01,24,15
AQUE,AQ467,2018-12-04,16,3
AQUE,AQ467,2019-01-03,24,10
AQUE,AQ467,2019-02-08,18,4
AQUE,AQ467,2019-03-05,15,2
AQUE,AQ467,2019-04-04,18,4
AQUE,AQ467,2019-05-02,15,2
AQUE,AQ467,2019-06-06,12,2
AQUE,AQ467,2019-07-02,14,3
AQUE,AQ467,2019-08-05,10,2
AQUE,AQ467,2019-09-06,6,3
AQUE,AQ467,2019-10-03,0,0
AQUE,AQ468,2017-02-01,24,-99999
AQUE,AQ468,2017-03-10,19,5
AQUE,AQ468,2017-04-04,21,5
AQUE,AQ468,2017-05-04,29,9
AQUE,AQ468,2017-06-06,29,9
AQUE,AQ468,2017-07-11,26,9
AQUE,AQ468,2017-08-03,31,7
AQUE,AQ468,2017-09-06,35,9
AQUE,AQ468,2017-10-02,33,8
AQUE,AQ468,2017-11-02,35,7
AQUE,AQ468,2017-12-06,38,15
AQUE,AQ468,2018-01-23,34,11
AQUE,AQ468,2018-02-15,42,10
AQUE,AQ468,2018-03-12,45,5
AQUE,AQ468,2018-04-06,42,7
AQUE,AQ468,2018-05-02,50,11
AQUE,AQ468,2018-06-06,48,8
AQUE,AQ468,2018-07-10,44,12
AQUE,AQ468,2018-08-06,37,4
AQUE,AQ468,2018-09-06,35,5
AQUE,AQ468,2018-10-05,32,6
AQUE,AQ468,2018-11-01,32,8
AQUE,AQ468,2018-12-04,12,4
AQUE,AQ468,2019-01-03,0,0
AQUE,AQ470,2017-03-10,15,-99999
AQUE,AQ470,2017-04-04,17,7
AQUE,AQ470,2017-05-04,12,3
AQUE,AQ470,2017-06-06,15,5
AQUE,AQ470,2017-07-11,17,4
AQUE,AQ470,2017-08-03,14,0
AQUE,AQ470,2017-09-06,19,7
AQUE,AQ470,2017-10-02,20,2
AQUE,AQ470,2017-11-02,19,6
AQUE,AQ470,2017-12-06,19,6
AQUE,AQ470,2018-01-23,26,9
AQUE,AQ470,2018-02-15,26,3
AQUE,AQ470,2018-03-12,21,4
AQUE,AQ470,2018-04-06,22,2
AQUE,AQ470,2018-05-02,23,3
AQUE,AQ470,2018-06-06,19,3
AQUE,AQ470,2018-07-10,16,5
AQUE,AQ470,2018-08-06,12,2
AQUE,AQ470,2018-09-06,13,5
AQUE,AQ470,2018-10-05,2,1
AQUE,AQ470,2018-11-01,2,1
AQUE,AQ470,2018-12-04,1,1
AQUE,AQ470,2019-01-03,0,0
AQUE,AQ471,2017-02-01,3,-99999
AQUE,AQ471,2017-03-10,3,1
AQUE,AQ471,2017-04-04,0,0
AQUE,AQ472,2017-12-06,15,-99999
AQUE,AQ472,2018-01-23,16,3
AQUE,AQ472,2018-02-15,19,3
AQUE,AQ472,2018-03-12,20,3
AQUE,AQ472,2018-04-06,21,4
AQUE,AQ472,2018-05-02,23,2
AQUE,AQ472,2018-06-06,18,2
AQUE,AQ472,2018-07-10,11,1
AQUE,AQ472,2018-08-06,5,0
AQUE,AQ472,2018-09-06,4,1
AQUE,AQ472,2018-10-05,1,0
AQUE,AQ472,2018-11-01,0,-99999
AQUE,AQ473,2017-01-10,30,-99999
AQUE,AQ473,2017-02-01,10,2
AQUE,AQ473,2017-03-10,5,1
AQUE,AQ473,2017-04-04,6,2
AQUE,AQ473,2017-05-04,4,2
AQUE,AQ473,2017-06-06,0,0
AQUE,AQ474,2017-01-10,23,-99999
AQUE,AQ474,2017-02-01,0,0
AQUE,AQ475,2020-12-04,20,-99999
AQUE,AQ475,2021-01-06,16,4
AQUE,AQ475,2021-02-05,0,-99999
AQUE,AQ476,2017-11-02,18,-99999
AQUE,AQ476,2017-12-06,23,7
AQUE,AQ476,2018-01-23,19,3
AQUE,AQ476,2018-02-15,23,6
AQUE,AQ476,2018-03-12,21,2
AQUE,AQ476,2018-04-06,18,2
AQUE,AQ476,2018-05-02,19,3
AQUE,AQ476,2018-06-06,19,4
AQUE,AQ476,2018-07-10,16,5
AQUE,AQ476,2018-08-06,14,4
AQUE,AQ476,2018-09-06,14,6
AQUE,AQ476,2018-10-05,17,4
AQUE,AQ476,2018-11-01,12,3
AQUE,AQ476,2018-12-04,14,2
AQUE,AQ476,2019-01-03,10,6
AQUE,AQ476,2019-02-08,4,3
AQUE,AQ476,2019-03-05,3,0
AQUE,AQ476,2019-04-04,3,1
AQUE,AQ476,2019-05-02,2,0
AQUE,AQ476,2019-06-06,0,-99999
AQUE,AQ477,2018-01-23,31,-99999
AQUE,AQ477,2018-02-15,34,5
AQUE,AQ477,2018-03-12,32,2
AQUE,AQ477,2018-04-06,46,15
AQUE,AQ477,2018-05-02,44,4
AQUE,AQ477,2018-06-06,36,4
AQUE,AQ477,2018-07-10,26,6
AQUE,AQ477,2018-08-06,34,10
AQUE,AQ477,2018-09-06,38,9
AQUE,AQ477,2018-10-05,38,9
AQUE,AQ477,2019-03-05,22,16
AQUE,AQ477,2019-04-04,28,6
AQUE,AQ477,2019-05-02,32,8
AQUE,AQ477,2019-06-06,36,14
AQUE,AQ477,2019-07-02,42,11
AQUE,AQ477,2019-08-05,40,10
AQUE,AQ477,2019-09-06,54,28
AQUE,AQ477,2019-10-03,44,4
AQUE,AQ477,2019-11-04,0,-99999
AQUE,AQ478,2017-11-02,16,-99999
AQUE,AQ478,2017-12-06,0,0
AQUE,AQ479,2018-01-23,14,-99999
AQUE,AQ479,2018-02-15,19,6
AQUE,AQ479,2018-03-12,25,6
AQUE,AQ479,2018-04-06,33,8
AQUE,AQ479,2018-05-02,35,6
AQUE,AQ479,2018-06-06,46,12
AQUE,AQ479,2018-07-10,0,-99999
AQUE,AQ480,2018-11-01,23,-99999
AQUE,AQ480,2018-12-04,0,0
AQUE,AQ482,2018-11-01,24,-99999
AQUE,AQ482,2018-12-04,19,8
AQUE,AQ482,2019-01-03,16,3
AQUE,AQ482,2019-02-08,9,2
AQUE,AQ482,2019-03-05,4,1
AQUE,AQ482,2019-04-04,1,1
AQUE,AQ482,2019-05-02,1,0
AQUE,AQ482,2019-06-06,0,-99999
AQUE,AQ483,2018-03-12,20,-99999
AQUE,AQ483,2018-04-06,32,12
AQUE,AQ483,2018-05-02,36,6
AQUE,AQ483,2018-06-06,38,6
AQUE,AQ483,2018-07-10,0,-99999
AQUE,AQ484,2018-02-15,31,-99999
AQUE,AQ484,2018-03-12,33,4
AQUE,AQ484,2018-04-06,41,8
AQUE,AQ484,2018-05-02,44,8
AQUE,AQ484,2018-06-06,40,6
AQUE,AQ484,2018-07-10,39,9
AQUE,AQ484,2018-08-06,30,4
AQUE,AQ484,2018-09-06,26,7
AQUE,AQ484,2018-10-05,24,3
AQUE,AQ484,2018-11-01,0,-99999
AQUE,AQ485,2018-11-01,19,-99999
AQUE,AQ485,2018-12-04,11,1
AQUE,AQ485,2019-01-03,20,10
AQUE,AQ485,2019-02-08,2,2
AQUE,AQ485,2019-03-05,0,-99999
AQUE,AQ489,2018-07-10,49,-99999
AQUE,AQ489,2018-08-06,55,13
AQUE,AQ489,2018-09-06,52,11
AQUE,AQ489,2018-10-05,0,-99999
AQUE,AQ491,2018-11-01,19,-99999
AQUE,AQ491,2018-12-04,22,3
AQUE,AQ491,2019-01-03,28,10
AQUE,AQ492,2019-12-03,9,-99999
AQUE,AQ492,2020-01-07,0,0
AQUE,AQ493,2019-08-05,5,-99999
AQUE,AQ493,2019-09-06,12,7
AQUE,AQ493,2019-10-03,13,1
AQUE,AQ493,2019-11-04,15,5
AQUE,AQ493,2019-12-03,1,0
AQUE,AQ493,2020-01-07,1,0
AQUE,AQ493,2020-02-06,0,-99999
AQUE,AQ494,2019-02-08,16,-99999
AQUE,AQ494,2019-03-05,24,8
AQUE,AQ494,2019-04-04,32,8
AQUE,AQ494,2019-05-02,32,8
AQUE,AQ494,2019-06-06,43,17
AQUE,AQ494,2019-07-02,40,7
AQUE,AQ494,2019-08-05,54,14
AQUE,AQ494,2019-09-06,53,11
AQUE,AQ494,2019-10-03,46,4
AQUE,AQ494,2019-11-04,48,16
AQUE,AQ494,2019-12-03,0,-99999
AQUE,AQ495,2019-06-06,11,-99999
AQUE,AQ495,2019-07-02,12,4
AQUE,AQ495,2019-08-05,14,4
AQUE,AQ495,2019-09-06,10,2
AQUE,AQ495,2019-10-03,13,6
AQUE,AQ495,2019-11-04,13,3
AQUE,AQ495,2019-12-03,16,6
AQUE,AQ495,2020-01-07,0,0
AQUE,AQ496,2019-05-02,3,-99999
AQUE,AQ496,2019-06-06,4,1
AQUE,AQ496,2019-07-02,4,1
AQUE,AQ496,2019-08-05,1,0
AQUE,AQ496,2019-09-06,0,0
AQUE,AQ497,2019-06-06,5,-99999
AQUE,AQ497,2019-07-02,6,1
AQUE,AQ497,2019-08-05,7,1
AQUE,AQ497,2019-09-06,5,3
AQUE,AQ497,2019-10-03,4,2
AQUE,AQ497,2019-11-04,3,1
AQUE,AQ497,2019-12-03,0,-99999
AQUE,AQ498,2019-12-03,12,-99999
AQUE,AQ498,2020-01-07,16,4
AQUE,AQ499,2019-08-05,50,-99999
AQUE,AQ499,2019-09-06,52,18
AQUE,AQ499,2019-10-03,45,5
AQUE,AQ499,2019-11-04,45,5
AQUE,AQ499,2019-12-03,38,10
AQUE,AQ499,2020-01-07,32,8
AQUE,AQ499,2020-02-06,28,5
AQUE,AQ499,2020-03-03,32,10
AQUE,AQ499,2020-07-10,30,27
AQUE,AQ499,2020-08-07,29,4
AQUE,AQ499,2020-09-01,24,4
AQUE,AQ499,2020-10-06,0,0
AQUE,AQ5,2002-05-15,9,-99999
AQUE,AQ5,2002-06-13,9,3
AQUE,AQ5,2002-07-11,7,1
AQUE,AQ5,2002-08-07,8,3
AQUE,AQ5,2002-09-04,10,4
AQUE,AQ5,2002-10-09,13,4
AQUE,AQ5,2002-11-20,15,4
AQUE,AQ5,2002-12-06,18,6
AQUE,AQ5,2003-01-14,19,6
AQUE,AQ5,2003-02-21,22,7
AQUE,AQ5,2003-03-05,28,6
AQUE,AQ5,2003-04-15,34,17
AQUE,AQ5,2003-05-13,44,13
AQUE,AQ5,2003-06-04,47,11
AQUE,AQ5,2003-07-02,50,9
AQUE,AQ5,2003-08-08,61,20
AQUE,AQ5,2003-09-04,72,22
AQUE,AQ5,2003-11-06,69,32
AQUE,AQ5,2003-12-08,77,20
AQUE,AQ5,2004-01-07,81,18
AQUE,AQ5,2004-02-12,74,21
AQUE,AQ500,2019-05-02,11,-99999
AQUE,AQ500,2019-06-06,12,3
AQUE,AQ500,2019-07-02,14,4
AQUE,AQ500,2019-08-05,17,5
AQUE,AQ500,2019-09-06,18,7
AQUE,AQ500,2019-10-03,18,2
AQUE,AQ500,2019-11-04,18,5
AQUE,AQ500,2019-12-03,19,4
AQUE,AQ500,2020-01-07,25,6
AQUE,AQ500,2020-02-06,0,-99999
AQUE,AQ501,2021-01-06,19,-99999
AQUE,AQ501,2021-02-05,27,8
AQUE,AQ501,2021-03-04,24,5
AQUE,AQ501,2021-04-02,31,9
AQUE,AQ501,2021-05-06,35,10
AQUE,AQ501,2021-06-10,38,10
AQUE,AQ501,2021-07-08,39,9
AQUE,AQ501,2021-08-06,44,9
AQUE,AQ501,2021-09-07,46,9
AQUE,AQ501,2021-10-07,0,-99999
AQUE,AQ502,2019-08-05,6,-99999
AQUE,AQ502,2019-09-06,11,5
AQUE,AQ502,2019-10-03,8,3
AQUE,AQ502,2019-11-04,12,4
AQUE,AQ502,2019-12-03,0,-99999
AQUE,AQ503,2019-02-08,8,-99999
AQUE,AQ503,2019-03-05,5,1
AQUE,AQ503,2019-04-04,5,2
AQUE,AQ503,2019-05-02,1,0
AQUE,AQ503,2019-06-06,0,-99999
AQUE,AQ504,2019-02-08,11,-99999
AQUE,AQ504,2019-03-05,11,2
AQUE,AQ504,2019-04-04,4,0
AQUE,AQ504,2019-05-02,3,0
AQUE,AQ504,2019-06-06,3,2
AQUE,AQ504,2019-07-02,3,0
AQUE,AQ504,2019-08-05,4,1
AQUE,AQ504,2019-09-06,2,1
AQUE,AQ504,2019-10-03,0,0
AQUE,AQ505,2018-12-04,19,-99999
AQUE,AQ505,2019-01-03,20,2
AQUE,AQ505,2019-02-08,3,1
AQUE,AQ505,2019-03-05,0,0
AQUE,AQ506,2019-11-04,6,-99999
AQUE,AQ506,2019-12-03,0,-99999
AQUE,AQ507,2019-05-02,9,-99999
AQUE,AQ507,2019-06-06,13,5
AQUE,AQ507,2019-07-02,10,1
AQUE,AQ507,2019-08-05,10,1
AQUE,AQ507,2019-09-06,8,4
AQUE,AQ507,2019-10-03,11,6
AQUE,AQ507,2019-11-04,13,4
AQUE,AQ507,2019-12-03,0,-99999
AQUE,AQ508,2019-01-03,16,-99999
AQUE,AQ508,2019-02-08,5,2
AQUE,AQ508,2019-03-05,6,2
AQUE,AQ508,2019-04-04,2,0
AQUE,AQ508,2019-05-02,3,1
AQUE,AQ508,2019-06-06,4,2
AQUE,AQ508,2019-07-02,5,1
AQUE,AQ508,2019-08-05,5,0
AQUE,AQ508,2019-09-06,4,2
AQUE,AQ508,2019-10-03,4,1
AQUE,AQ508,2019-11-04,4,2
AQUE,AQ508,2019-12-03,2,1
AQUE,AQ508,2020-01-07,0,0
AQUE,AQ509,2018-12-04,13,-99999
AQUE,AQ509,2019-01-03,16,4
AQUE,AQ509,2019-02-08,0,-99999
AQUE,AQ510,2020-07-10,7,-99999
AQUE,AQ510,2020-08-07,7,1
AQUE,AQ510,2020-09-01,10,3
AQUE,AQ510,2020-10-06,12,4
AQUE,AQ510,2020-11-02,9,0
AQUE,AQ510,2020-12-04,12,5
AQUE,AQ510,2021-01-06,16,4
AQUE,AQ510,2021-02-05,20,4
AQUE,AQ510,2021-03-04,24,4
AQUE,AQ510,2021-04-02,0,0
AQUE,AQ511,2020-07-10,32,-99999
AQUE,AQ511,2020-08-07,29,4
AQUE,AQ511,2020-09-01,33,12
AQUE,AQ511,2020-10-06,4,3
AQUE,AQ511,2020-11-02,3,1
AQUE,AQ511,2020-12-04,0,0
AQUE,AQ512,2019-12-03,8,-99999
AQUE,AQ512,2020-01-07,0,0
AQUE,AQ513,2019-12-03,5,-99999
AQUE,AQ513,2020-01-07,1,0
AQUE,AQ513,2020-02-06,0,-99999
AQUE,AQ514,2020-07-10,20,-99999
AQUE,AQ514,2020-08-07,26,8
AQUE,AQ514,2020-09-01,30,12
AQUE,AQ514,2020-10-06,30,12
AQUE,AQ514,2020-11-02,34,6
AQUE,AQ514,2020-12-04,44,14
AQUE,AQ514,2021-01-06,0,0
AQUE,AQ515,2019-10-03,10,-99999
AQUE,AQ515,2019-11-04,10,1
AQUE,AQ515,2019-12-03,12,4
AQUE,AQ515,2020-01-07,16,4
AQUE,AQ515,2020-02-06,17,2
AQUE,AQ515,2020-03-03,16,2
AQUE,AQ515,2020-07-10,33,30
AQUE,AQ515,2020-08-07,25,4
AQUE,AQ515,2020-09-01,24,4
AQUE,AQ515,2020-10-06,18,2
AQUE,AQ515,2020-11-02,16,1
AQUE,AQ515,2020-12-04,10,3
AQUE,AQ515,2021-01-06,0,0
AQUE,AQ516,2019-10-03,56,-99999
AQUE,AQ516,2019-11-04,56,8
AQUE,AQ516,2019-12-03,39,10
AQUE,AQ516,2020-01-07,0,0
AQUE,AQ517,2019-12-03,7,-99999
AQUE,AQ517,2020-01-07,0,0
AQUE,AQ518,2019-12-03,9,-99999
AQUE,AQ518,2020-01-07,11,2
AQUE,AQ518,2020-02-06,12,4
AQUE,AQ518,2020-03-03,16,4
AQUE,AQ518,2020-07-10,16,15
AQUE,AQ518,2020-08-07,16,4
AQUE,AQ518,2020-09-01,15,1
AQUE,AQ518,2020-10-06,12,2
AQUE,AQ518,2020-11-02,8,0
AQUE,AQ518,2020-12-04,0,0
AQUE,AQ519,2019-12-03,5,-99999
AQUE,AQ519,2020-01-07,0,0
AQUE,AQ520,2020-01-07,14,-99999
AQUE,AQ520,2020-02-06,15,6
AQUE,AQ520,2020-03-03,15,4
AQUE,AQ520,2020-07-10,42,38
AQUE,AQ520,2020-08-07,48,9
AQUE,AQ520,2020-09-01,38,6
AQUE,AQ520,2020-10-06,39,9
AQUE,AQ520,2020-11-02,32,16
AQUE,AQ520,2020-12-04,35,9
AQUE,AQ520,2021-01-06,31,3
AQUE,AQ520,2021-02-05,0,-99999
AQUE,AQ521,2020-01-07,8,-99999
AQUE,AQ521,2020-02-06,10,6
AQUE,AQ521,2020-03-03,9,2
AQUE,AQ521,2020-07-10,33,31
AQUE,AQ521,2020-08-07,35,6
AQUE,AQ521,2020-09-01,24,8
AQUE,AQ521,2020-10-06,18,6
AQUE,AQ521,2020-11-02,20,6
AQUE,AQ521,2020-12-04,21,10
AQUE,AQ521,2021-01-06,0,0
AQUE,AQ522,2020-07-10,21,-99999
AQUE,AQ522,2020-08-07,27,8
AQUE,AQ522,2020-09-01,36,16
AQUE,AQ522,2020-10-06,32,12
AQUE,AQ522,2020-11-02,34,6
AQUE,AQ522,2020-12-04,3,3
AQUE,AQ522,2021-01-06,0,0
AQUE,AQ523,2020-02-06,42,-99999
AQUE,AQ523,2020-03-03,36,4
AQUE,AQ523,2020-07-10,43,28
AQUE,AQ523,2020-08-07,54,16
AQUE,AQ523,2020-09-01,48,10
AQUE,AQ523,2020-10-06,50,16
AQUE,AQ523,2020-11-02,54,20
AQUE,AQ523,2020-12-04,0,0
AQUE,AQ524,2020-02-06,13,-99999
AQUE,AQ524,2020-03-03,12,2
AQUE,AQ524,2020-07-10,30,30
AQUE,AQ524,2020-08-07,34,9
AQUE,AQ524,2020-09-01,24,6
AQUE,AQ524,2020-10-06,24,5
AQUE,AQ524,2020-11-02,19,1
AQUE,AQ524,2020-12-04,20,5
AQUE,AQ524,2021-01-06,17,2
AQUE,AQ524,2021-02-05,17,2
AQUE,AQ524,2021-03-04,18,3
AQUE,AQ524,2021-04-02,0,0
AQUE,AQ525,2021-01-06,26,-99999
AQUE,AQ525,2021-02-05,30,14
AQUE,AQ525,2021-03-04,29,6
AQUE,AQ525,2021-04-02,33,10
AQUE,AQ525,2021-05-06,39,8
AQUE,AQ525,2021-06-10,44,10
AQUE,AQ525,2021-07-08,48,8
AQUE,AQ525,2021-08-06,0,-99999
AQUE,AQ526,2020-07-10,27,-99999
AQUE,AQ526,2020-08-07,31,6
AQUE,AQ526,2020-09-01,39,8
AQUE,AQ526,2020-10-06,36,8
AQUE,AQ526,2020-11-02,32,8
AQUE,AQ526,2020-12-04,34,5
AQUE,AQ526,2021-01-06,34,10
AQUE,AQ526,2021-02-05,30,9
AQUE,AQ527,2020-01-07,17,-99999
AQUE,AQ527,2020-02-06,15,4
AQUE,AQ527,2020-03-03,20,6
AQUE,AQ527,2020-07-10,0,0
AQUE,AQ528,2020-02-06,16,-99999
AQUE,AQ528,2020-03-03,20,6
AQUE,AQ528,2020-07-10,40,36
AQUE,AQ528,2020-08-07,40,4
AQUE,AQ528,2020-09-01,36,6
AQUE,AQ528,2020-10-06,31,10
AQUE,AQ528,2020-11-02,41,12
AQUE,AQ528,2020-12-04,14,2
AQUE,AQ528,2021-01-06,0,0
AQUE,AQ529,2020-01-07,10,-99999
AQUE,AQ529,2020-02-06,17,7
AQUE,AQ529,2020-03-03,16,3
AQUE,AQ529,2020-07-10,42,38
AQUE,AQ529,2020-08-07,48,11
AQUE,AQ529,2020-09-01,46,8
AQUE,AQ529,2020-10-06,46,16
AQUE,AQ529,2020-11-02,16,4
AQUE,AQ529,2020-12-04,0,0
AQUE,AQ530,2020-01-07,5,-99999
AQUE,AQ530,2020-02-06,6,1
AQUE,AQ530,2020-03-03,6,1
AQUE,AQ530,2020-07-10,24,22
AQUE,AQ530,2020-08-07,26,6
AQUE,AQ530,2020-09-01,33,10
AQUE,AQ530,2020-10-06,32,9
AQUE,AQ530,2020-11-02,36,8
AQUE,AQ530,2020-12-04,32,6
AQUE,AQ530,2021-01-06,30,4
AQUE,AQ530,2021-02-05,0,-99999
AQUE,AQ536,2021-01-06,16,-99999
AQUE,AQ536,2021-02-05,13,6
AQUE,AQ536,2021-03-04,16,3
AQUE,AQ536,2021-04-02,0,0
AQUE,AQ537,2020-12-04,39,-99999
AQUE,AQ537,2021-01-06,32,6
AQUE,AQ537,2021-02-05,35,3
AQUE,AQ537,2021-03-04,38,6
AQUE,AQ537,2021-04-02,36,4
AQUE,AQ537,2021-05-06,43,16
AQUE,AQ537,2021-06-10,28,4
AQUE,AQ537,2021-07-08,28,6
AQUE,AQ537,2021-08-06,31,8
AQUE,AQ537,2021-09-07,0,-99999
AQUE,AQ538,2021-01-06,21,-99999
AQUE,AQ538,2021-02-05,17,7
AQUE,AQ538,2021-03-04,25,8
AQUE,AQ538,2021-04-02,31,8
AQUE,AQ539,2020-12-04,18,-99999
AQUE,AQ539,2021-01-06,0,0
AQUE,AQ54,2004-02-12,32,-99999
AQUE,AQ540,2021-04-02,51,-99999
AQUE,AQ540,2021-05-06,60,14
AQUE,AQ540,2021-06-10,64,18
AQUE,AQ540,2021-07-08,68,9
AQUE,AQ540,2021-08-06,74,13
AQUE,AQ540,2021-09-07,0,-99999
AQUE,AQ541,2021-03-04,48,-99999
AQUE,AQ541,2021-04-02,44,10
AQUE,AQ541,2021-05-06,68,25
AQUE,AQ541,2021-06-10,74,14
AQUE,AQ541,2021-07-08,84,12
AQUE,AQ541,2021-08-06,92,24
AQUE,AQ541,2021-09-07,0,-99999
AQUE,AQ542,2021-06-10,5,-99999
AQUE,AQ542,2021-07-08,7,2
AQUE,AQ542,2021-08-06,5,1
AQUE,AQ542,2021-09-07,0,-99999
AQUE,AQ543,2021-02-05,18,-99999
