Site,Plant_ID,date,Total_fronds,New_fronds
ABUR,AB587,2022-01-06,0,-99999
ABUR,AB588,2020-09-02,2,-99999
ABUR,AB588,2020-10-05,2,0
ABUR,AB588,2020-11-04,1,0
ABUR,AB588,2020-12-04,3,2
ABUR,AB588,2021-01-12,0,0
ABUR,AB589,2020-09-02,3,-99999
ABUR,AB589,2020-10-05,6,3
ABUR,AB589,2020-11-04,10,4
ABUR,AB589,2020-12-04,14,10
ABUR,AB589,2021-01-12,24,10
ABUR,AB589,2021-02-04,37,13
ABUR,AB589,2021-03-08,52,20
ABUR,AB589,2021-04-01,56,12
ABUR,AB589,2021-05-07,67,23
ABUR,AB589,2021-06-01,76,18
ABUR,AB589,2021-07-09,84,28
ABUR,AB589,2021-08-02,95,13
ABUR,AB589,2021-09-02,60,13
ABUR,AB589,2021-10-04,0,-99999
ABUR,AB590,2021-08-02,6,-99999
ABUR,AB590,2021-09-02,8,2
ABUR,AB590,2021-10-04,6,1
ABUR,AB591,2021-10-04,6,-99999
ABUR,AB591,2021-11-01,8,2
ABUR,AB591,2021-12-03,0,-99999
ABUR,AB593,2023-07-05,14,-99999
ABUR,AB6,2002-05-10,34,-99999
ABUR,AB6,2002-06-12,29,10
ABUR,AB6,2002-07-12,26,2
ABUR,AB6,2002-08-09,28,4
ABUR,AB6,2002-09-10,20,4
ABUR,AB6,2002-10-11,17,3
ABUR,AB6,2002-11-21,8,0
ABUR,AB6,2002-12-09,6,0
ABUR,AB6,2003-01-16,2,0
ABUR,AB60,2004-02-06,24,-99999
ABUR,AB600,2021-12-03,8,-99999
ABUR,AB600,2022-01-06,12,4
ABUR,AB600,2022-02-03,18,8
ABUR,AB600,2022-03-07,28,10
ABUR,AB600,2022-04-05,0,-99999
ABUR,AB601,2021-12-03,9,-99999
ABUR,AB601,2022-01-06,17,8
ABUR,AB601,2022-02-03,22,8
ABUR,AB601,2022-03-07,28,8
ABUR,AB601,2022-04-05,40,14
ABUR,AB601,2022-05-06,59,20
ABUR,AB601,2022-06-03,70,20
ABUR,AB601,2022-07-07,78,18
ABUR,AB601,2022-08-04,86,20
ABUR,AB601,2022-09-09,75,15
ABUR,AB601,2022-10-10,77,24
ABUR,AB601,2022-11-07,56,12
ABUR,AB601,2022-12-01,59,12
ABUR,AB601,2023-01-23,0,0
ABUR,AB61,2004-02-06,8,-99999
ABUR,AB61,2004-03-08,10,7
ABUR,AB61,2004-04-12,10,4
ABUR,AB61,2004-05-19,11,5
ABUR,AB61,2004-06-16,6,1
ABUR,AB61,2004-07-06,4,1
ABUR,AB61,2004-08-05,4,1
ABUR,AB62,2004-02-06,10,-99999
ABUR,AB62,2004-03-08,19,11
ABUR,AB62,2004-04-12,16,3
ABUR,AB62,2004-05-19,18,10
ABUR,AB62,2004-06-16,7,1
ABUR,AB62,2004-07-06,9,4
ABUR,AB62,2004-08-05,7,1
ABUR,AB62,2004-09-07,7,3
ABUR,AB62,2004-10-07,0,0
ABUR,AB63,2004-02-06,24,-99999
ABUR,AB64,2004-02-06,16,-99999
ABUR,AB64,2004-03-08,20,5
ABUR,AB64,2004-04-12,24,13
ABUR,AB64,2004-05-19,11,6
ABUR,AB64,2004-08-05,18,-99999
ABUR,AB64,2004-09-07,16,6
ABUR,AB64,2004-10-07,18,7
ABUR,AB64,2004-11-10,9,4
ABUR,AB64,2004-12-03,7,3
ABUR,AB65,2004-02-06,17,-99999
ABUR,AB65,2004-03-08,23,7
ABUR,AB65,2004-04-12,23,10
ABUR,AB65,2004-05-19,18,6
ABUR,AB65,2004-06-16,19,1
ABUR,AB65,2004-07-06,22,4
ABUR,AB65,2004-08-05,16,4
ABUR,AB65,2004-09-07,18,7
ABUR,AB65,2004-10-07,14,2
ABUR,AB65,2004-11-10,14,7
ABUR,AB65,2004-12-03,17,3
ABUR,AB65,2005-02-08,14,8
ABUR,AB65,2005-03-17,4,1
ABUR,AB65,2005-04-20,3,0
ABUR,AB65,2005-05-10,2,2
ABUR,AB65,2005-06-09,2,0
ABUR,AB7,2002-05-10,44,-99999
ABUR,AB7,2002-06-12,30,4
ABUR,AB7,2002-07-12,32,6
ABUR,AB7,2002-08-09,37,9
ABUR,AB7,2002-09-10,34,5
ABUR,AB7,2002-10-11,25,6
ABUR,AB7,2002-11-21,7,3
ABUR,AB7,2002-12-09,5,1
ABUR,AB71,2004-03-08,11,-99999
ABUR,AB71,2004-04-12,7,1
ABUR,AB72,2004-03-08,6,-99999
ABUR,AB72,2004-04-12,16,10
ABUR,AB72,2004-05-19,16,4
ABUR,AB72,2004-06-16,17,3
ABUR,AB72,2004-07-06,18,1
ABUR,AB72,2004-08-05,8,1
ABUR,AB72,2004-09-07,4,2
ABUR,AB72,2004-10-07,6,2
ABUR,AB72,2004-11-10,5,2
ABUR,AB72,2004-12-03,8,3
ABUR,AB72,2005-02-08,7,4
ABUR,AB72,2005-03-17,9,5
ABUR,AB72,2005-04-20,6,1
ABUR,AB72,2005-05-10,9,4
ABUR,AB72,2005-06-09,0,0
ABUR,AB73,2004-03-08,14,-99999
ABUR,AB73,2004-04-12,19,9
ABUR,AB73,2004-05-19,20,5
ABUR,AB73,2004-06-16,20,5
ABUR,AB73,2004-07-06,16,3
ABUR,AB73,2004-08-05,12,2
ABUR,AB73,2004-09-07,15,7
ABUR,AB73,2004-10-07,18,7
ABUR,AB73,2004-11-10,21,8
ABUR,AB73,2004-12-03,26,5
ABUR,AB73,2005-02-08,23,12
ABUR,AB74,2004-03-08,28,-99999
ABUR,AB74,2004-04-12,34,11
ABUR,AB74,2004-05-19,34,6
ABUR,AB74,2004-06-16,29,3
ABUR,AB74,2004-07-06,23,2
ABUR,AB74,2004-08-05,22,4
ABUR,AB74,2004-09-07,13,2
ABUR,AB74,2004-10-07,11,4
ABUR,AB74,2004-11-10,11,3
ABUR,AB74,2004-12-03,4,2
ABUR,AB74,2005-02-08,8,6
ABUR,AB75,2004-03-08,4,-99999
ABUR,AB75,2004-04-12,4,1
ABUR,AB75,2004-05-19,7,4
ABUR,AB75,2004-06-16,5,1
ABUR,AB75,2004-07-06,5,1
ABUR,AB75,2004-08-05,8,4
ABUR,AB75,2004-09-07,9,4
ABUR,AB75,2004-10-07,15,6
ABUR,AB75,2004-11-10,19,8
ABUR,AB75,2004-12-03,25,9
ABUR,AB76,2004-03-08,8,-99999
ABUR,AB76,2004-04-12,6,2
ABUR,AB76,2004-05-19,8,3
ABUR,AB76,2004-06-16,9,2
ABUR,AB76,2004-07-06,8,1
ABUR,AB76,2004-08-05,8,1
ABUR,AB76,2004-09-07,2,1
ABUR,AB76,2004-10-07,3,1
ABUR,AB76,2004-11-10,2,1
ABUR,AB76,2004-12-03,3,1
ABUR,AB76,2005-02-08,2,2
ABUR,AB77,2004-03-08,23,-99999
ABUR,AB77,2004-04-12,29,13
ABUR,AB77,2004-05-19,31,5
ABUR,AB77,2004-06-16,28,3
ABUR,AB77,2004-07-06,28,2
ABUR,AB77,2004-08-05,13,1
ABUR,AB77,2004-09-07,8,6
ABUR,AB77,2004-10-07,8,1
ABUR,AB77,2004-11-10,6,1
ABUR,AB77,2004-12-03,8,3
ABUR,AB77,2005-02-08,5,3
ABUR,AB78,2004-04-12,19,-99999
ABUR,AB78,2004-05-19,20,5
ABUR,AB78,2004-06-16,15,3
ABUR,AB78,2004-07-06,15,0
ABUR,AB78,2004-08-05,6,3
ABUR,AB78,2004-10-07,12,-99999
ABUR,AB78,2004-11-10,8,2
ABUR,AB78,2004-12-03,9,2
ABUR,AB78,2005-02-08,6,4
ABUR,AB78,2005-03-17,8,4
ABUR,AB78,2005-04-20,7,0
ABUR,AB78,2005-05-10,10,4
ABUR,AB78,2005-06-09,9,1
ABUR,AB78,2005-07-05,11,4
ABUR,AB78,2005-08-08,12,6
ABUR,AB78,2005-09-13,4,2
ABUR,AB79,2004-04-12,12,-99999
ABUR,AB79,2004-05-19,10,6
ABUR,AB79,2004-07-06,7,-99999
ABUR,AB79,2004-08-05,6,1
ABUR,AB79,2004-09-07,2,1
ABUR,AB79,2004-10-07,1,0
ABUR,AB79,2004-11-10,0,0
ABUR,AB8,2002-05-10,52,-99999
ABUR,AB8,2002-06-12,41,14
ABUR,AB8,2002-07-12,50,15
ABUR,AB8,2002-08-09,46,8
ABUR,AB8,2002-09-10,31,9
ABUR,AB8,2002-10-11,41,13
ABUR,AB8,2002-11-21,12,4
ABUR,AB8,2002-12-09,11,1
ABUR,AB80,2004-04-12,27,-99999
ABUR,AB80,2004-05-19,36,14
ABUR,AB80,2004-06-16,31,7
ABUR,AB80,2004-07-06,28,3
ABUR,AB80,2004-08-05,20,2
ABUR,AB80,2004-09-07,13,8
ABUR,AB80,2004-10-07,15,2
ABUR,AB80,2004-11-10,20,11
ABUR,AB80,2004-12-03,20,3
ABUR,AB80,2005-02-08,18,10
ABUR,AB80,2005-03-17,19,7
ABUR,AB80,2005-04-20,17,3
ABUR,AB80,2005-05-10,25,12
ABUR,AB80,2005-06-09,25,7
ABUR,AB80,2005-07-05,28,5
ABUR,AB80,2005-08-08,22,6
ABUR,AB80,2005-09-13,17,5
ABUR,AB80,2005-10-11,13,3
ABUR,AB80,2005-11-04,12,3
ABUR,AB80,2005-12-05,10,2
ABUR,AB81,2004-04-12,13,-99999
ABUR,AB81,2004-05-19,18,5
ABUR,AB81,2004-07-06,6,-99999
ABUR,AB81,2004-08-05,10,4
ABUR,AB81,2004-09-07,7,3
ABUR,AB81,2004-10-07,10,4
ABUR,AB81,2004-11-10,8,2
ABUR,AB81,2004-12-03,12,5
ABUR,AB82,2004-12-03,13,-99999
ABUR,AB82,2005-02-08,21,12
ABUR,AB82,2005-03-17,22,8
ABUR,AB82,2005-04-20,28,10
ABUR,AB82,2005-05-10,29,4
ABUR,AB82,2005-06-09,22,3
ABUR,AB82,2005-07-05,22,7
ABUR,AB82,2005-08-08,18,4
ABUR,AB82,2005-09-13,7,1
ABUR,AB82,2005-10-11,4,1
ABUR,AB82,2005-11-04,6,2
ABUR,AB82,2005-12-05,8,2
ABUR,AB85,2005-02-08,27,-99999
ABUR,AB85,2005-03-17,39,16
ABUR,AB85,2005-04-20,41,8
ABUR,AB85,2005-05-10,40,14
ABUR,AB85,2005-06-09,48,17
ABUR,AB85,2005-07-05,50,12
ABUR,AB85,2005-08-08,53,6
ABUR,AB85,2005-09-13,27,8
ABUR,AB85,2005-10-11,24,7
ABUR,AB85,2005-11-04,13,2
ABUR,AB85,2005-12-05,16,3
ABUR,AB86,2005-02-08,18,-99999
ABUR,AB86,2005-03-17,12,4
ABUR,AB86,2005-04-20,17,7
ABUR,AB86,2005-05-10,21,5
ABUR,AB86,2005-06-09,27,8
ABUR,AB86,2005-07-05,31,6
ABUR,AB86,2005-08-08,23,4
ABUR,AB86,2005-09-13,14,4
ABUR,AB86,2005-10-11,14,4
ABUR,AB86,2005-11-04,11,3
ABUR,AB86,2005-12-05,9,0
ABUR,AB86,2006-01-24,8,2
ABUR,AB86,2006-02-21,12,7
ABUR,AB86,2006-03-14,12,0
ABUR,AB86,2006-04-10,16,5
ABUR,AB86,2006-05-02,18,7
ABUR,AB87,2005-02-08,14,-99999
ABUR,AB87,2005-03-17,27,17
ABUR,AB87,2005-04-20,31,6
ABUR,AB87,2005-05-10,41,17
ABUR,AB87,2005-06-09,48,10
ABUR,AB87,2005-07-05,49,11
ABUR,AB87,2005-08-08,41,11
ABUR,AB87,2005-09-13,23,3
ABUR,AB87,2005-10-11,13,3
ABUR,AB87,2005-11-04,12,2
ABUR,AB87,2005-12-05,8,0
ABUR,AB88,2005-03-17,29,-99999
ABUR,AB88,2005-04-20,31,6
ABUR,AB88,2005-05-10,41,14
ABUR,AB88,2005-06-09,47,12
ABUR,AB88,2005-07-05,44,10
ABUR,AB88,2005-08-08,36,5
ABUR,AB88,2005-09-13,18,5
ABUR,AB88,2005-10-11,15,6
ABUR,AB88,2005-11-04,13,2
ABUR,AB88,2005-12-05,15,5
ABUR,AB88,2006-01-24,7,1
ABUR,AB88,2006-02-21,6,0
ABUR,AB88,2006-03-14,5,0
ABUR,AB89,2005-03-17,12,-99999
ABUR,AB89,2005-04-20,10,3
ABUR,AB89,2005-05-10,15,5
ABUR,AB89,2005-06-09,16,3
ABUR,AB89,2005-07-05,20,9
ABUR,AB89,2005-08-08,15,1
ABUR,AB89,2005-09-13,10,2
ABUR,AB89,2005-10-11,11,2
ABUR,AB89,2005-11-04,8,2
ABUR,AB89,2005-12-05,10,3
ABUR,AB89,2006-01-24,1,0
ABUR,AB89,2006-02-21,2,1
ABUR,AB89,2006-03-14,2,0
ABUR,AB89,2006-04-10,4,2
ABUR,AB89,2006-05-02,6,2
ABUR,AB9,2002-05-10,53,-99999
ABUR,AB9,2002-06-12,56,20
ABUR,AB9,2002-07-12,70,19
ABUR,AB9,2002-08-09,74,10
ABUR,AB9,2002-09-10,67,15
ABUR,AB9,2002-10-11,67,15
ABUR,AB9,2002-11-21,64,23
ABUR,AB9,2002-12-09,69,13
ABUR,AB90,2005-04-20,6,-99999
ABUR,AB90,2005-05-10,11,5
ABUR,AB90,2005-06-09,13,4
ABUR,AB90,2005-07-05,16,4
ABUR,AB90,2005-08-08,19,4
ABUR,AB90,2005-09-13,14,7
ABUR,AB90,2005-10-11,16,3
ABUR,AB90,2005-11-04,19,7
ABUR,AB90,2005-12-05,22,6
ABUR,AB90,2006-01-24,15,3
ABUR,AB90,2006-02-21,19,7
ABUR,AB90,2006-03-14,17,1
ABUR,AB90,2006-04-10,18,6
ABUR,AB90,2006-05-02,30,12
ABUR,AB90,2006-06-07,19,6
ABUR,AB90,2006-07-01,19,1
ABUR,AB90,2006-08-04,13,2
ABUR,AB90,2006-09-01,11,2
ABUR,AB90,2006-10-03,6,3
ABUR,AB90,2006-11-01,7,2
ABUR,AB90,2006-12-01,9,2
ABUR,AB900,2018-12-11,6,-99999
ABUR,AB900,2019-01-04,4,1
ABUR,AB900,2019-02-07,0,-99999
ABUR,AB901,2021-09-02,4,-99999
ABUR,AB901,2021-10-04,4,1
ABUR,AB903,2022-01-06,5,-99999
ABUR,AB903,2022-02-03,6,1
ABUR,AB903,2022-03-07,8,4
ABUR,AB903,2022-04-05,0,-99999
ABUR,AB951,2023-07-05,14,-99999
ABUR,AB99,2005-05-10,15,-99999
ABUR,AB99,2005-06-09,13,2
ABUR,AB99,2005-07-05,14,2
ABUR,AB99,2005-08-08,11,2
ABUR,AB99,2005-09-13,6,3
ABUR,AB99,2005-10-11,6,1
ABUR,AB99,2005-11-04,5,1
ABUR,AB99,2005-12-05,3,0
ABUR,AB997,2016-10-03,10,-99999
ABUR,AB997,2016-11-03,10,3
ABUR,AB997,2016-12-01,3,1
ABUR,AB997,2017-01-04,4,1
ABUR,AB998,2016-10-03,10,-99999
ABUR,AB998,2016-11-03,8,4
ABUR,AB998,2016-12-01,0,0
ABUR,AB999,2016-10-03,13,-99999
ABUR,AB999,2016-11-03,15,5
ABUR,AB999,2016-12-01,15,5
ABUR,AB999,2017-01-04,16,2
AQUE,AQ1,2002-05-15,15,-99999
AQUE,AQ1,2002-06-13,17,4
AQUE,AQ1,2002-07-11,13,4
AQUE,AQ1,2002-08-07,11,2
AQUE,AQ1,2002-09-04,11,2
AQUE,AQ1,2002-10-09,11,3
AQUE,AQ1,2002-11-20,6,2
AQUE,AQ1,2002-12-06,8,4
AQUE,AQ1,2003-01-14,3,0
AQUE,AQ1,2003-02-21,4,2
AQUE,AQ1,2003-03-05,3,0
AQUE,AQ1,2003-04-15,4,2
AQUE,AQ10,2002-05-15,8,-99999
AQUE,AQ10,2002-06-13,3,1
AQUE,AQ100,2004-05-07,15,-99999
AQUE,AQ100,2004-06-21,16,6
AQUE,AQ100,2004-07-07,20,5
AQUE,AQ100,2004-08-03,29,10
AQUE,AQ100,2004-09-01,28,7
AQUE,AQ100,2004-10-06,32,12
AQUE,AQ100,2004-11-03,33,9
AQUE,AQ100,2004-12-01,36,12
AQUE,AQ101,2004-05-07,15,-99999
AQUE,AQ101,2004-06-21,19,7
AQUE,AQ101,2004-07-07,17,2
AQUE,AQ101,2004-08-03,18,5
AQUE,AQ101,2004-09-01,16,2
AQUE,AQ101,2004-10-06,12,4
AQUE,AQ101,2004-11-03,6,0
AQUE,AQ101,2004-12-01,5,2
AQUE,AQ102,2004-05-07,18,-99999
AQUE,AQ104,2004-05-07,30,-99999
AQUE,AQ104,2004-06-21,43,18
AQUE,AQ104,2004-07-07,48,6
AQUE,AQ104,2004-08-03,47,12
AQUE,AQ104,2004-09-01,49,14
AQUE,AQ104,2004-10-06,56,18
AQUE,AQ104,2004-11-03,48,8
AQUE,AQ104,2004-12-01,51,9
AQUE,AQ104,2005-02-09,29,14
AQUE,AQ104,2005-03-14,19,6
AQUE,AQ104,2005-04-19,19,5
AQUE,AQ104,2005-05-12,21,5
AQUE,AQ104,2005-06-08,19,6
AQUE,AQ104,2005-07-06,20,1
AQUE,AQ104,2005-08-02,19,4
AQUE,AQ104,2005-09-06,17,4
AQUE,AQ104,2005-10-05,6,1
AQUE,AQ104,2005-11-07,2,1
AQUE,AQ105,2004-05-07,21,-99999
AQUE,AQ105,2004-08-03,28,-99999
AQUE,AQ105,2004-09-01,37,14
AQUE,AQ105,2004-10-06,39,13
AQUE,AQ105,2004-11-03,43,7
AQUE,AQ105,2004-12-01,36,7
AQUE,AQ105,2005-02-09,22,14
AQUE,AQ105,2005-03-14,19,10
AQUE,AQ105,2005-04-19,20,5
AQUE,AQ105,2005-05-12,21,10
AQUE,AQ105,2005-06-08,18,2
AQUE,AQ106,2004-05-07,26,-99999
AQUE,AQ107,2004-05-07,11,-99999
AQUE,AQ108,2004-05-07,23,-99999
AQUE,AQ108,2004-06-21,30,7
AQUE,AQ108,2004-07-07,33,6
AQUE,AQ108,2004-08-03,33,9
AQUE,AQ108,2004-09-01,36,9
AQUE,AQ108,2004-10-06,31,12
AQUE,AQ108,2004-11-03,28,3
AQUE,AQ108,2005-02-09,17,-99999
AQUE,AQ11,2002-06-13,15,-99999
AQUE,AQ11,2002-07-11,14,4
AQUE,AQ11,2002-08-07,10,2
AQUE,AQ11,2002-09-04,14,4
AQUE,AQ11,2002-10-09,14,5
AQUE,AQ11,2002-11-20,9,1
AQUE,AQ11,2002-12-06,8,1
AQUE,AQ110,2004-06-21,9,-99999
AQUE,AQ110,2004-07-07,10,1
AQUE,AQ110,2004-08-03,12,4
AQUE,AQ110,2004-09-01,14,3
AQUE,AQ110,2004-10-06,19,11
AQUE,AQ110,2004-11-03,0,0
AQUE,AQ111,2004-06-21,10,-99999
AQUE,AQ111,2004-07-07,14,4
AQUE,AQ111,2004-08-03,18,5
AQUE,AQ111,2004-09-01,22,6
AQUE,AQ111,2004-10-06,24,10
AQUE,AQ111,2004-11-03,0,0
AQUE,AQ112,2004-06-21,21,-99999
AQUE,AQ112,2004-07-07,22,1
AQUE,AQ112,2004-08-03,29,11
AQUE,AQ112,2004-09-01,31,5
AQUE,AQ112,2004-10-06,37,15
AQUE,AQ112,2004-11-03,41,11
AQUE,AQ112,2004-12-01,40,13
AQUE,AQ112,2005-02-09,52,34
AQUE,AQ112,2005-03-14,50,16
AQUE,AQ112,2005-04-19,45,7
AQUE,AQ112,2005-05-12,60,26
AQUE,AQ112,2005-06-08,53,5
AQUE,AQ112,2005-07-06,47,8
AQUE,AQ112,2005-08-02,52,10
AQUE,AQ112,2005-09-06,44,13
AQUE,AQ112,2005-10-05,43,8
AQUE,AQ112,2005-11-07,32,11
AQUE,AQ112,2005-12-01,29,10
AQUE,AQ112,2006-01-12,23,11
AQUE,AQ112,2006-02-07,24,9
AQUE,AQ112,2006-03-20,27,8
AQUE,AQ113,2004-09-01,12,-99999
AQUE,AQ113,2004-10-06,13,5
AQUE,AQ113,2004-11-03,16,6
AQUE,AQ113,2004-12-01,20,7
AQUE,AQ113,2005-02-09,23,12
AQUE,AQ113,2005-03-14,25,13
AQUE,AQ113,2005-04-19,25,0
AQUE,AQ113,2005-05-12,31,15
AQUE,AQ113,2005-06-08,37,10
AQUE,AQ113,2005-07-06,51,14
AQUE,AQ113,2005-08-02,59,10
AQUE,AQ113,2005-09-06,46,6
AQUE,AQ113,2005-10-05,50,10
AQUE,AQ113,2005-11-07,40,11
AQUE,AQ113,2005-12-01,36,11
AQUE,AQ114,2004-08-03,12,-99999
AQUE,AQ114,2004-09-01,12,2
AQUE,AQ114,2004-10-06,9,5
AQUE,AQ114,2004-11-03,7,3
AQUE,AQ114,2004-12-01,9,3
AQUE,AQ115,2004-11-03,12,-99999
AQUE,AQ115,2004-12-01,10,0
AQUE,AQ115,2005-02-09,16,12
AQUE,AQ115,2005-03-14,21,10
AQUE,AQ115,2005-04-19,24,8
AQUE,AQ115,2005-05-12,28,8
AQUE,AQ115,2005-06-08,27,3
AQUE,AQ115,2005-07-06,45,18
AQUE,AQ115,2005-08-02,46,12
AQUE,AQ115,2005-09-06,52,12
AQUE,AQ115,2005-10-05,53,12
AQUE,AQ115,2005-11-07,49,13
AQUE,AQ115,2005-12-01,54,18
AQUE,AQ115,2006-01-12,6,3
AQUE,AQ115,2006-02-07,5,1
AQUE,AQ115,2006-03-20,0,0
AQUE,AQ116,2004-11-03,23,-99999
AQUE,AQ116,2004-12-01,21,5
AQUE,AQ12,2002-06-13,9,-99999
AQUE,AQ12,2002-07-11,7,2
AQUE,AQ12,2002-08-07,8,1
AQUE,AQ12,2002-09-04,7,3
AQUE,AQ12,2002-10-09,11,5
AQUE,AQ12,2002-11-20,3,1
AQUE,AQ12,2002-12-06,2,0
AQUE,AQ12,2003-01-14,0,0
AQUE,AQ120,2005-02-09,14,-99999
AQUE,AQ120,2005-03-14,16,5
AQUE,AQ120,2005-04-19,14,4
AQUE,AQ120,2005-05-12,18,6
AQUE,AQ120,2005-06-08,23,7
AQUE,AQ120,2005-07-06,24,4
AQUE,AQ120,2005-08-02,16,1
AQUE,AQ120,2005-09-06,15,3
AQUE,AQ120,2005-10-05,11,3
AQUE,AQ120,2005-11-07,8,0
AQUE,AQ120,2005-12-01,8,2
AQUE,AQ121,2005-03-14,14,-99999
AQUE,AQ121,2005-04-19,16,8
AQUE,AQ121,2005-05-12,16,5
AQUE,AQ121,2005-06-08,18,4
AQUE,AQ121,2005-07-06,22,5
AQUE,AQ121,2005-08-02,28,8
AQUE,AQ121,2005-09-06,20,6
AQUE,AQ121,2005-10-05,18,1
AQUE,AQ121,2005-11-07,14,3
AQUE,AQ121,2005-12-01,8,0
AQUE,AQ123,2005-02-09,13,-99999
AQUE,AQ123,2005-03-14,16,7
AQUE,AQ123,2005-04-19,14,4
AQUE,AQ123,2005-05-12,22,9
AQUE,AQ123,2005-06-08,29,7
AQUE,AQ123,2005-07-06,31,7
AQUE,AQ123,2005-08-02,34,6
AQUE,AQ123,2005-09-06,38,12
AQUE,AQ123,2005-10-05,42,12
AQUE,AQ123,2005-11-07,36,8
AQUE,AQ123,2005-12-01,30,6
AQUE,AQ123,2006-01-12,21,9
AQUE,AQ123,2006-02-07,20,7
AQUE,AQ123,2006-03-20,17,6
AQUE,AQ124,2005-02-09,16,-99999
AQUE,AQ124,2005-03-14,17,6
AQUE,AQ124,2005-04-19,20,5
AQUE,AQ124,2005-05-12,23,7
AQUE,AQ124,2005-06-08,33,11
AQUE,AQ124,2005-07-06,30,3
AQUE,AQ124,2005-08-02,38,12
AQUE,AQ124,2005-09-06,37,11
AQUE,AQ124,2005-10-05,34,7
AQUE,AQ124,2005-11-07,25,3
AQUE,AQ124,2005-12-01,7,0
AQUE,AQ124,2006-01-12,1,1
AQUE,AQ124,2006-02-07,2,1
AQUE,AQ125,2005-02-09,17,-99999
AQUE,AQ125,2005-03-14,19,8
AQUE,AQ125,2005-04-19,12,4
AQUE,AQ125,2005-05-12,15,5
AQUE,AQ125,2005-06-08,16,2
AQUE,AQ125,2005-07-06,21,5
AQUE,AQ125,2005-08-02,28,12
AQUE,AQ125,2005-09-06,26,4
AQUE,AQ125,2005-10-05,26,4
AQUE,AQ125,2005-11-07,28,9
AQUE,AQ125,2005-12-01,25,7
AQUE,AQ125,2006-01-12,4,2
AQUE,AQ125,2006-02-07,2,0
AQUE,AQ126,2005-03-14,12,-99999
AQUE,AQ126,2005-04-19,18,6
AQUE,AQ126,2005-05-12,17,4
AQUE,AQ126,2005-06-08,14,0
AQUE,AQ126,2005-07-06,6,0
AQUE,AQ126,2005-08-02,0,0
AQUE,AQ127,2005-03-14,11,-99999
AQUE,AQ127,2005-04-19,11,3
AQUE,AQ127,2005-05-12,12,4
AQUE,AQ127,2005-06-08,16,4
AQUE,AQ127,2005-07-06,19,4
AQUE,AQ127,2005-08-02,23,6
AQUE,AQ127,2005-09-06,27,6
AQUE,AQ127,2005-10-05,28,5
AQUE,AQ127,2005-11-07,26,6
AQUE,AQ127,2005-12-01,25,9
AQUE,AQ127,2006-01-12,25,9
AQUE,AQ127,2006-02-07,29,10
AQUE,AQ128,2005-03-14,13,-99999
AQUE,AQ128,2005-04-19,3,2
AQUE,AQ128,2005-05-12,5,2
AQUE,AQ128,2005-06-08,7,2
AQUE,AQ128,2005-07-06,8,1
AQUE,AQ128,2005-08-02,10,3
AQUE,AQ128,2005-09-06,10,4
AQUE,AQ128,2005-10-05,13,3
AQUE,AQ128,2005-11-07,9,1
AQUE,AQ128,2005-12-01,11,2
AQUE,AQ129,2005-07-06,15,-99999
AQUE,AQ129,2005-08-02,15,3
AQUE,AQ129,2005-09-06,17,5
AQUE,AQ129,2005-10-05,13,2
AQUE,AQ129,2005-11-07,15,4
AQUE,AQ129,2005-12-01,14,4
AQUE,AQ129,2006-01-12,0,0
AQUE,AQ13,2002-06-13,32,-99999
AQUE,AQ13,2002-07-11,31,6
AQUE,AQ13,2002-08-07,23,3
AQUE,AQ13,2002-09-04,36,15
AQUE,AQ13,2002-10-09,36,11
AQUE,AQ130,2005-07-06,6,-99999
AQUE,AQ130,2005-08-02,7,3
AQUE,AQ130,2005-09-06,7,0
AQUE,AQ130,2005-10-05,1,1
AQUE,AQ132,2005-07-06,13,-99999
AQUE,AQ132,2005-08-02,10,2
AQUE,AQ132,2005-09-06,8,2
AQUE,AQ132,2005-10-05,5,1
AQUE,AQ132,2005-11-07,4,0
AQUE,AQ132,2005-12-01,4,1
AQUE,AQ133,2005-08-02,21,-99999
AQUE,AQ133,2005-09-06,19,4
AQUE,AQ134,2005-10-05,19,-99999
AQUE,AQ134,2005-11-07,20,6
AQUE,AQ134,2005-12-01,16,3
AQUE,AQ135,2005-12-01,28,-99999
AQUE,AQ135,2006-01-12,3,3
AQUE,AQ135,2006-02-07,3,0
AQUE,AQ136,2005-07-06,13,-99999
AQUE,AQ136,2005-08-02,17,4
AQUE,AQ136,2005-09-06,16,4
AQUE,AQ136,2005-10-05,22,6
AQUE,AQ136,2005-11-07,18,3
AQUE,AQ136,2005-12-01,17,3
AQUE,AQ136,2006-01-12,12,7
AQUE,AQ136,2006-02-07,17,5
AQUE,AQ136,2006-03-20,19,6
AQUE,AQ136,2006-04-20,13,6
AQUE,AQ136,2006-05-10,10,2
AQUE,AQ136,2006-06-06,14,7
AQUE,AQ136,2006-07-03,18,7
AQUE,AQ136,2006-08-03,21,6
AQUE,AQ136,2006-09-05,34,17
AQUE,AQ136,2006-10-05,44,12
AQUE,AQ136,2006-11-02,48,6
AQUE,AQ136,2006-12-05,58,17
AQUE,AQ136,2007-01-09,58,15
AQUE,AQ136,2007-02-15,52,13
AQUE,AQ136,2007-03-06,49,8
AQUE,AQ136,2007-04-03,43,3
AQUE,AQ136,2007-05-08,34,8
AQUE,AQ136,2007-06-07,24,8
AQUE,AQ136,2007-07-02,23,3
AQUE,AQ136,2007-08-01,18,5
AQUE,AQ136,2007-09-01,20,9
